record_id,visit_location,audit_location,true_water_source_score
17435,KiRu26010,KiRu26010,1
1195,KiRu28019,KiRu28019,2
41822,KiRu30518,KiRu30518,3
41957,KiRu30518,KiRu30518,3
42024,KiRu30518,KiRu30518,3
42041,KiRu30518,KiRu30518,3
42143,KiRu30518,KiRu30518,3
42167,KiRu30518,KiRu30518,3
42265,KiRu30518,KiRu30518,3
42318,KiRu30518,KiRu30518,3
38714,AkRu07026,AkRu07026,9
52839,KiRu26412,KiRu26412,0
19157,SoRu35634,SoRu35634,3
21385,AkHa00746,AkHa00746,1
43651,SoIl33036,SoIl33036,1
40555,AkRu06836,AkRu06836,1
50727,HaRu19773,HaRu19773,9
21173,KiMr24471,KiMr24471,0
58254,KiRu28420,KiRu28420,1
17453,AkRu07739,AkRu07739,3
51552,KiRu27252,KiRu27252,2
42504,KiIs23560,KiIs23560,1
38191,KiRu25537,KiRu25537,3
36052,KiHa23219,KiHa23219,2
56663,AkLu02008,AkLu02008,0
30111,SoMa34421,SoMa34421,3
31486,SoRu37753,SoRu37753,2
9330,AmPw12576,AmPw12576,7
16435,AmRu13851,AmRu13851,3
16506,AmRu13851,AmRu13851,3
16597,AmRu13851,AmRu13851,3
16748,AmRu13851,AmRu13851,3
16770,AmRu13851,AmRu13851,3
16807,AmRu13851,AmRu13851,3
16812,AmRu13851,AmRu13851,3
16987,AmRu13851,AmRu13851,3
32189,KiMr24804,KiMr24804,5
32248,KiMr24804,KiMr24804,5
32311,KiMr24804,KiMr24804,5
32338,KiMr24804,KiMr24804,5
32428,KiMr24804,KiMr24804,5
32527,KiMr24804,KiMr24804,5
32563,KiMr24804,KiMr24804,5
32691,KiMr24804,KiMr24804,5
6947,AmAm09946,AmAm09946,9
53988,KiAm22279,KiAm22279,3
54039,KiAm22279,KiAm22279,3
54070,KiAm22279,KiAm22279,3
54207,KiAm22279,KiAm22279,3
54256,KiAm22279,KiAm22279,3
54283,KiAm22279,KiAm22279,3
54316,KiAm22279,KiAm22279,3
54439,KiAm22279,KiAm22279,3
39531,AkRu03992,AkRu03992,2
54230,AmRu14758,AmRu14758,9
21143,AmRu13619,AmRu13619,9
29419,AmAm09492,AmAm09492,9
57702,AkRu08500,AkRu08500,3
21375,HaRu18780,HaRu18780,1
31256,SoRu38398,SoRu38398,3
6674,AmAm09540,AmAm09540,0
25130,AkLu02114,AkLu02114,3
30535,AmBe11296,AmBe11296,3
30603,AmBe11296,AmBe11296,3
30701,AmBe11296,AmBe11296,3
30733,AmBe11296,AmBe11296,3
30780,AmBe11296,AmBe11296,3
30851,AmBe11296,AmBe11296,3
30884,AmBe11296,AmBe11296,3
30963,AmBe11296,AmBe11296,3
17619,AkRu05627,AkRu05627,7
46022,AkKi01158,AkKi01158,3
46098,AkKi01158,AkKi01158,3
46151,AkKi01158,AkKi01158,3
46227,AkKi01158,AkKi01158,3
46231,AkKi01158,AkKi01158,3
46299,AkKi01158,AkKi01158,3
46377,AkKi01158,AkKi01158,3
46430,AkKi01158,AkKi01158,3
27180,KiRu30069,KiRu30069,3
19982,AmAm09774,AmAm09774,9
17066,HaRu19731,HaRu19731,3
8013,AkRu07991,AkRu07991,2
5954,HaZa21811,HaZa21811,1
7643,AmPw12299,AmPw12299,9
3105,HaRu17417,HaRu17417,2
27250,AmRu12818,AmRu12818,3
26260,HaSe21323,HaSe21323,3
54871,AmAm09730,AmAm09730,9
16938,HaAm16072,HaAm16072,2
855,KiAm22564,KiAm22564,0
37376,AkRu04359,AkRu04359,3
33897,AmRu14130,AmRu14130,2
42213,AmPw12685,AmPw12685,3
17086,AmDa11466,AmDa11466,1
26455,KiIs23737,KiIs23737,9
37439,AkRu05675,AkRu05675,3
586,KiRu27273,KiRu27273,3
728,KiRu27273,KiRu27273,3
766,KiRu27273,KiRu27273,3
873,KiRu27273,KiRu27273,3
913,KiRu27273,KiRu27273,3
923,KiRu27273,KiRu27273,3
956,KiRu27273,KiRu27273,3
1023,KiRu27273,KiRu27273,3
878,KiZu31183,KiZu31183,9
7867,HaRu17038,HaRu17038,2
21941,HaZa21677,HaZa21677,1
26522,AkKi01487,AkKi01487,1
28843,AmDa12045,AmDa12045,5
28931,AmDa12045,AmDa12045,5
29037,AmDa12045,AmDa12045,5
29059,AmDa12045,AmDa12045,5
29153,AmDa12045,AmDa12045,5
29246,AmDa12045,AmDa12045,5
29342,AmDa12045,AmDa12045,5
29351,AmDa12045,AmDa12045,5
8746,HaDj16928,HaDj16928,2
57949,SoIl32627,SoIl32627,3
10891,AkRu03179,AkRu03179,5
10957,AkRu03179,AkRu03179,5
11063,AkRu03179,AkRu03179,5
11105,AkRu03179,AkRu03179,5
11162,AkRu03179,AkRu03179,5
11177,AkRu03179,AkRu03179,5
11197,AkRu03179,AkRu03179,5
11358,AkRu03179,AkRu03179,5
42454,AkRu05546,AkRu05546,0
13865,AmAs10264,AmAs10264,9
50217,AmAb08995,AmAb08995,9
39605,AkRu06775,AkRu06775,2
6130,SoRu35734,SoRu35734,2
6761,AkRu05280,AkRu05280,3
56397,SoRu35119,SoRu35119,2
11863,KiRu25483,KiRu25483,6
28235,KiAm22240,KiAm22240,9
51694,AkRu06232,AkRu06232,2
32883,KiRu25576,KiRu25576,6
29514,SoRu39485,SoRu39485,1
43164,AkRu07003,AkRu07003,3
19831,SoRu38178,SoRu38178,3
37807,HaRu18408,HaRu18408,3
37916,HaRu18408,HaRu18408,3
37948,HaRu18408,HaRu18408,3
38020,HaRu18408,HaRu18408,3
38033,HaRu18408,HaRu18408,3
38045,HaRu18408,HaRu18408,3
38179,HaRu18408,HaRu18408,3
38224,HaRu18408,HaRu18408,3
7962,KiRu26522,KiRu26522,3
39752,KiRu28005,KiRu28005,2
19210,AkRu08633,AkRu08633,3
23013,AkLu01598,AkLu01598,2
24173,AmPw12594,AmPw12594,9
11689,SoRu39617,SoRu39617,9
30369,HaRu18732,HaRu18732,2
36432,AkRu04678,AkRu04678,3
43261,AmRu15262,AmRu15262,0
59198,KiZu30898,KiZu30898,3
59250,KiZu30898,KiZu30898,3
59375,KiZu30898,KiZu30898,3
59428,KiZu30898,KiZu30898,3
59503,KiZu30898,KiZu30898,3
59607,KiZu30898,KiZu30898,3
59618,KiZu30898,KiZu30898,3
59708,KiZu30898,KiZu30898,3
15579,AkRu06383,AkRu06383,3
15611,AkRu06383,AkRu06383,3
15734,AkRu06383,AkRu06383,3
15788,AkRu06383,AkRu06383,3
15813,AkRu06383,AkRu06383,3
15867,AkRu06383,AkRu06383,3
16010,AkRu06383,AkRu06383,3
16017,AkRu06383,AkRu06383,3
13822,KiRu29989,KiRu29989,9
38786,SoRu35998,SoRu35998,1
10514,AkRu04153,AkRu04153,2
32390,SoMa34162,SoMa34162,3
38102,KiRu27364,KiRu27364,0
10502,KiRu29836,KiRu29836,7
24139,SoRu35504,SoRu35504,2
4059,SoRu35596,SoRu35596,9
28844,AkRu04215,AkRu04215,1
21884,HaZa21907,HaZa21907,1
42438,AkRu05411,AkRu05411,0
12705,AkRu05880,AkRu05880,7
26258,AkKi01559,AkKi01559,3
40725,KiMr24656,KiMr24656,1
45736,HaRu17951,HaRu17951,3
39438,KiRu29143,KiRu29143,7
24293,AkRu04294,AkRu04294,9
47600,SoKo33149,SoKo33149,1
4530,AkRu04720,AkRu04720,2
26516,KiRu25511,KiRu25511,9
55017,SoRu35939,SoRu35939,1
19548,HaRu17470,HaRu17470,1
59926,KiAm22039,KiAm22039,3
60007,KiAm22039,KiAm22039,3
60032,KiAm22039,KiAm22039,3
60062,KiAm22039,KiAm22039,3
60089,KiAm22039,KiAm22039,3
60112,KiAm22039,KiAm22039,3
60118,KiAm22039,KiAm22039,3
60138,KiAm22039,KiAm22039,3
15298,SoRu38185,SoRu38185,2
3652,KiMr25042,KiMr25042,4
7939,SoRu37208,SoRu37208,1
251,KiRu29696,KiRu29696,2
11784,AkKi01424,AkKi01424,3
55628,AkRu03770,AkRu03770,7
11254,HaZa21810,HaZa21810,1
52348,AkRu03265,AkRu03265,3
54914,AmAb09118,AmAb09118,2
5022,AkKi01512,AkKi01512,3
25168,AkRu05299,AkRu05299,2
5042,AkKi00885,AkKi00885,3
26906,HaRu20039,HaRu20039,1
7331,AkKi01541,AkKi01541,3
11935,AkHa00058,AkHa00058,3
18604,SoRu36804,SoRu36804,4
22009,AkRu06181,AkRu06181,6
48270,KiRu30244,KiRu30244,1
20354,SoRu35370,SoRu35370,0
28319,KiHa22708,KiHa22708,2
17149,AkKi01235,AkKi01235,0
55881,HaRu17273,HaRu17273,1
54924,SoRu35584,SoRu35584,2
54229,HaRu17358,HaRu17358,2
2159,HaYa21508,HaYa21508,2
46993,SoRu36839,SoRu36839,3
47072,SoRu36839,SoRu36839,3
47166,SoRu36839,SoRu36839,3
47178,SoRu36839,SoRu36839,3
47222,SoRu36839,SoRu36839,3
47284,SoRu36839,SoRu36839,3
47417,SoRu36839,SoRu36839,3
47510,SoRu36839,SoRu36839,3
16568,HaAm15940,HaAm15940,0
39377,KiHa23374,KiHa23374,2
21381,KiRu25462,KiRu25462,2
53064,SoRu39299,SoRu39299,1
44436,AmRu15113,AmRu15113,3
30711,KiRu25467,KiRu25467,0
47475,KiMr25069,KiMr25069,3
51092,HaRu18669,HaRu18669,1
32824,KiMr24993,KiMr24993,9
50794,KiRu29205,KiRu29205,5
50884,KiRu29205,KiRu29205,5
50971,KiRu29205,KiRu29205,5
50972,KiRu29205,KiRu29205,5
51002,KiRu29205,KiRu29205,5
51033,KiRu29205,KiRu29205,5
51116,KiRu29205,KiRu29205,5
51250,KiRu29205,KiRu29205,5
26695,AkRu04281,AkRu04281,0
19267,AkRu03009,AkRu03009,2
38645,AkRu07584,AkRu07584,0
27044,KiAm22619,KiAm22619,3
54357,KiHa23324,KiHa23324,1
48137,SoCh32105,SoCh32105,0
39773,SoRu36947,SoRu36947,6
34007,AkKi01226,AkKi01226,2
22703,SoMa34203,SoMa34203,9
40961,AkRu07928,AkRu07928,3
8754,AmAm09716,AmAm09716,3
19044,KiRu26898,KiRu26898,2
18482,SoRu35204,SoRu35204,3
45701,SoRu38992,SoRu38992,1
2288,KiRu29642,KiRu29642,2
24437,KiAm22546,KiAm22546,0
11252,AkRu08709,AkRu08709,4
31114,AmBe11146,AmBe11146,9
55481,SoRu38840,SoRu38840,9
13769,HaSe20913,HaSe20913,9
45638,AkRu06409,AkRu06409,3
45182,KiAm22010,KiAm22010,9
47091,KiRu28681,KiRu28681,2
51588,KiRu27445,KiRu27445,0
58667,KiMr25066,KiMr25066,2
20668,AkRu08527,AkRu08527,2
10434,AkRu03366,AkRu03366,3
10488,AkRu03366,AkRu03366,3
10568,AkRu03366,AkRu03366,3
10674,AkRu03366,AkRu03366,3
10702,AkRu03366,AkRu03366,3
10721,AkRu03366,AkRu03366,3
10843,AkRu03366,AkRu03366,3
10911,AkRu03366,AkRu03366,3
20242,AmAs10727,AmAs10727,3
51742,SoCh32218,SoCh32218,9
39129,HaAm16144,HaAm16144,2
8299,HaDe16554,HaDe16554,9
29772,KiRu27065,KiRu27065,0
59100,KiRu28451,KiRu28451,1
22280,SoRu36896,SoRu36896,4
4904,HaYa21537,HaYa21537,9
46501,AmBe11144,AmBe11144,9
21022,AmAm09885,AmAm09885,9
36769,AkRu04239,AkRu04239,2
54532,AkRu03485,AkRu03485,2
45465,HaRu20552,HaRu20552,9
44127,KiRu26022,KiRu26022,9
40752,SoRu37386,SoRu37386,5
2096,KiRu27731,KiRu27731,3
27946,AmRu14200,AmRu14200,1
54231,AmRu14220,AmRu14220,3
35385,HaRu18473,HaRu18473,2
23536,KiRu28208,KiRu28208,3
24353,AmPw12359,AmPw12359,9
55457,KiIs23579,KiIs23579,2
5517,SoRu36686,SoRu36686,9
14773,HaRu17704,HaRu17704,2
36775,AkRu07773,AkRu07773,3
4944,HaRu19574,HaRu19574,3
4992,HaRu19574,HaRu19574,3
5070,HaRu19574,HaRu19574,3
5079,HaRu19574,HaRu19574,3
5119,HaRu19574,HaRu19574,3
5217,HaRu19574,HaRu19574,3
5273,HaRu19574,HaRu19574,3
5387,HaRu19574,HaRu19574,3
6783,SoRu35147,SoRu35147,2
49705,KiRu25784,KiRu25784,3
45862,HaRu20497,HaRu20497,3
21557,SoRu35551,SoRu35551,9
31106,AkLu02036,AkLu02036,9
51366,KiRu28450,KiRu28450,1
22180,AkRu05101,AkRu05101,3
22209,AkRu05101,AkRu05101,3
22231,AkRu05101,AkRu05101,3
22255,AkRu05101,AkRu05101,3
22344,AkRu05101,AkRu05101,3
22471,AkRu05101,AkRu05101,3
22545,AkRu05101,AkRu05101,3
22579,AkRu05101,AkRu05101,3
851,AmRu14915,AmRu14915,0
23620,SoRu38818,SoRu38818,0
33358,KiRu25975,KiRu25975,1
39998,HaRu19522,HaRu19522,1
10065,AkRu08361,AkRu08361,3
43233,HaRu19320,HaRu19320,2
4715,KiRu26049,KiRu26049,2
31113,KiAm22582,KiAm22582,2
15159,HaAm16010,HaAm16010,5
15306,HaAm16010,HaAm16010,5
15330,HaAm16010,HaAm16010,5
15345,HaAm16010,HaAm16010,5
15427,HaAm16010,HaAm16010,5
15498,HaAm16010,HaAm16010,5
15555,HaAm16010,HaAm16010,5
15634,HaAm16010,HaAm16010,5
31183,SoRu37252,SoRu37252,2
50918,AkRu07426,AkRu07426,3
50979,AkRu07426,AkRu07426,3
51006,AkRu07426,AkRu07426,3
51099,AkRu07426,AkRu07426,3
51110,AkRu07426,AkRu07426,3
51180,AkRu07426,AkRu07426,3
51343,AkRu07426,AkRu07426,3
51345,AkRu07426,AkRu07426,3
18416,KiRu28377,KiRu28377,2
11751,HaDj16807,HaDj16807,9
28943,HaRu20530,HaRu20530,2
6004,HaRu20853,HaRu20853,3
22569,KiZu31112,KiZu31112,1
55911,SoRu36282,SoRu36282,2
2824,AmDa11755,AmDa11755,7
58857,KiAm22311,KiAm22311,3
58060,KiMr24308,KiMr24308,3
8566,AmRu13413,AmRu13413,3
57469,AmAs10324,AmAs10324,9
47257,KiRu27828,KiRu27828,1
18615,SoIl32437,SoIl32437,3
52998,AkRu04426,AkRu04426,2
34367,AkRu06169,AkRu06169,3
11601,AkRu02962,AkRu02962,3
3154,AmAs10124,AmAs10124,6
28842,HaRu19669,HaRu19669,2
3780,KiMr25223,KiMr25223,1
55072,HaRu20816,HaRu20816,1
42305,AmRu13356,AmRu13356,9
29137,KiIs23593,KiIs23593,1
49221,AmAm09674,AmAm09674,9
17397,SoRu39643,SoRu39643,1
21444,AmRu15683,AmRu15683,9
34427,AkRu05848,AkRu05848,3
20996,AkLu02496,AkLu02496,3
31942,SoRu38216,SoRu38216,3
5769,KiRu30508,KiRu30508,1
44096,KiRu27437,KiRu27437,4
44211,KiRu27437,KiRu27437,4
44318,KiRu27437,KiRu27437,4
44344,KiRu27437,KiRu27437,4
44369,KiRu27437,KiRu27437,4
44404,KiRu27437,KiRu27437,4
44502,KiRu27437,KiRu27437,4
44607,KiRu27437,KiRu27437,4
27610,KiRu28942,KiRu28942,2
20090,KiAm22113,KiAm22113,3
13998,AkRu04557,AkRu04557,3
14045,AkRu04557,AkRu04557,3
14212,AkRu04557,AkRu04557,3
14244,AkRu04557,AkRu04557,3
14333,AkRu04557,AkRu04557,3
14364,AkRu04557,AkRu04557,3
14398,AkRu04557,AkRu04557,3
14470,AkRu04557,AkRu04557,3
21900,HaRu18150,HaRu18150,1
46378,AmRu15160,AmRu15160,2
41486,HaRu20728,HaRu20728,1
14632,KiRu26051,KiRu26051,3
14749,KiRu26051,KiRu26051,3
14761,KiRu26051,KiRu26051,3
14855,KiRu26051,KiRu26051,3
14889,KiRu26051,KiRu26051,3
14986,KiRu26051,KiRu26051,3
15003,KiRu26051,KiRu26051,3
15104,KiRu26051,KiRu26051,3
56602,KiRu28827,KiRu28827,1
25034,HaRu17079,HaRu17079,3
47308,KiRu29851,KiRu29851,3
55696,AkRu08820,AkRu08820,3
27722,AkRu06788,AkRu06788,3
6513,AmRu13599,AmRu13599,9
42105,SoMa34196,SoMa34196,9
58588,AmRu15096,AmRu15096,9
4995,SoIl32791,SoIl32791,0
17298,AmBe11095,AmBe11095,9
33553,AmAs10055,AmAs10055,6
32735,AmAs10340,AmAs10340,9
23249,SoRu35914,SoRu35914,2
43828,SoRu36773,SoRu36773,1
48470,KiHa23146,KiHa23146,7
31380,SoRu35843,SoRu35843,0
28722,AmDa12143,AmDa12143,3
28787,AmDa12143,AmDa12143,3
28928,AmDa12143,AmDa12143,3
28935,AmDa12143,AmDa12143,3
29025,AmDa12143,AmDa12143,3
29040,AmDa12143,AmDa12143,3
29163,AmDa12143,AmDa12143,3
29230,AmDa12143,AmDa12143,3
3430,HaRu18377,HaRu18377,4
3504,HaRu18377,HaRu18377,4
3623,HaRu18377,HaRu18377,4
3696,HaRu18377,HaRu18377,4
3727,HaRu18377,HaRu18377,4
3823,HaRu18377,HaRu18377,4
3886,HaRu18377,HaRu18377,4
4001,HaRu18377,HaRu18377,4
39024,KiMr25238,KiMr25238,3
47752,AkHa00453,AkHa00453,3
19772,SoRu36476,SoRu36476,3
41535,KiRu26765,KiRu26765,3
58003,AmBe11088,AmBe11088,5
58032,AmBe11088,AmBe11088,5
58111,AmBe11088,AmBe11088,5
58281,AmBe11088,AmBe11088,5
58303,AmBe11088,AmBe11088,5
58313,AmBe11088,AmBe11088,5
58349,AmBe11088,AmBe11088,5
58443,AmBe11088,AmBe11088,5
48993,KiZu31050,KiZu31050,2
51245,KiRu30321,KiRu30321,2
4090,SoRu38869,SoRu38869,3
4154,SoRu38869,SoRu38869,3
4183,SoRu38869,SoRu38869,3
4205,SoRu38869,SoRu38869,3
4295,SoRu38869,SoRu38869,3
4420,SoRu38869,SoRu38869,3
4458,SoRu38869,SoRu38869,3
4525,SoRu38869,SoRu38869,3
45826,AmAs10935,AmAs10935,3
45876,AmAs10935,AmAs10935,3
46017,AmAs10935,AmAs10935,3
46095,AmAs10935,AmAs10935,3
46150,AmAs10935,AmAs10935,3
46225,AmAs10935,AmAs10935,3
46238,AmAs10935,AmAs10935,3
46311,AmAs10935,AmAs10935,3
19681,SoRu37885,SoRu37885,3
1964,KiRu25876,KiRu25876,1
32555,HaRu18142,HaRu18142,2
12795,AkRu06814,AkRu06814,2
22974,KiRu25869,KiRu25869,3
22997,KiRu25869,KiRu25869,3
23081,KiRu25869,KiRu25869,3
23110,KiRu25869,KiRu25869,3
23141,KiRu25869,KiRu25869,3
23203,KiRu25869,KiRu25869,3
23317,KiRu25869,KiRu25869,3
23445,KiRu25869,KiRu25869,3
13193,AmAs10230,AmAs10230,2
53772,AmRu14595,AmRu14595,3
26206,KiAm21997,KiAm21997,9
19735,SoRu35287,SoRu35287,2
51390,SoRu36884,SoRu36884,0
5784,HaRu19312,HaRu19312,2
46806,SoRu39304,SoRu39304,0
29097,KiZu30908,KiZu30908,0
54304,AmAm09821,AmAm09821,0
55224,AkRu03660,AkRu03660,3
4867,AkHa00113,AkHa00113,3
21925,KiRu28313,KiRu28313,2
47530,SoBa31598,SoBa31598,3
55644,KiRu26657,KiRu26657,9
48332,AkRu04314,AkRu04314,0
4250,HaAm16199,HaAm16199,1
37375,KiRu28294,KiRu28294,5
27739,AkRu08008,AkRu08008,2
3519,HaRu18060,HaRu18060,1
32008,AkRu06284,AkRu06284,3
32036,AkRu06284,AkRu06284,3
32119,AkRu06284,AkRu06284,3
32217,AkRu06284,AkRu06284,3
32320,AkRu06284,AkRu06284,3
32332,AkRu06284,AkRu06284,3
32424,AkRu06284,AkRu06284,3
32518,AkRu06284,AkRu06284,3
37927,AmRu14948,AmRu14948,3
38018,AmRu14948,AmRu14948,3
38035,AmRu14948,AmRu14948,3
38118,AmRu14948,AmRu14948,3
38157,AmRu14948,AmRu14948,3
38304,AmRu14948,AmRu14948,3
38309,AmRu14948,AmRu14948,3
38378,AmRu14948,AmRu14948,3
6508,SoCh32004,SoCh32004,1
7112,AmRu14988,AmRu14988,2
8788,AmRu13124,AmRu13124,9
6333,AkRu03153,AkRu03153,3
54560,KiRu25347,KiRu25347,2
47129,HaSe21212,HaSe21212,3
8115,SoRu36289,SoRu36289,1
14066,AkLu02228,AkLu02228,2
51357,AkRu08808,AkRu08808,6
51066,AmAb09153,AmAb09153,6
48468,AmRu15793,AmRu15793,2
46929,KiRu29014,KiRu29014,1
15301,SoRu39229,SoRu39229,4
26847,KiRu29503,KiRu29503,9
12970,SoRu36266,SoRu36266,2
47792,AkRu05361,AkRu05361,0
44449,KiMr25160,KiMr25160,2
20320,HaRu20437,HaRu20437,3
20386,HaRu20437,HaRu20437,3
20396,HaRu20437,HaRu20437,3
20415,HaRu20437,HaRu20437,3
20494,HaRu20437,HaRu20437,3
20653,HaRu20437,HaRu20437,3
20698,HaRu20437,HaRu20437,3
20783,HaRu20437,HaRu20437,3
1559,AkRu07633,AkRu07633,2
20774,KiZu31150,KiZu31150,3
5399,AmDa11554,AmDa11554,5
5484,AmDa11554,AmDa11554,5
5496,AmDa11554,AmDa11554,5
5509,AmDa11554,AmDa11554,5
5579,AmDa11554,AmDa11554,5
5660,AmDa11554,AmDa11554,5
5764,AmDa11554,AmDa11554,5
5819,AmDa11554,AmDa11554,5
42302,AmRu14364,AmRu14364,2
13253,KiRu26928,KiRu26928,2
10555,AmPw12323,AmPw12323,0
48621,KiHa23217,KiHa23217,2
31033,KiZu31100,KiZu31100,3
31115,KiZu31100,KiZu31100,3
31146,KiZu31100,KiZu31100,3
31260,KiZu31100,KiZu31100,3
31317,KiZu31100,KiZu31100,3
31335,KiZu31100,KiZu31100,3
31436,KiZu31100,KiZu31100,3
31501,KiZu31100,KiZu31100,3
38213,SoRu37942,SoRu37942,1
47252,KiHa22705,KiHa22705,3
48994,AmAs10704,AmAs10704,9
35401,HaRu20407,HaRu20407,2
15869,KiRu29537,KiRu29537,2
16183,AmRu15051,AmRu15051,7
49554,KiRu30027,KiRu30027,1
9095,HaRu18920,HaRu18920,1
39372,AkRu06193,AkRu06193,3
44026,AmRu13603,AmRu13603,3
17104,AkRu05736,AkRu05736,3
40370,AkRu05049,AkRu05049,3
40419,AkRu05049,AkRu05049,3
40551,AkRu05049,AkRu05049,3
40677,AkRu05049,AkRu05049,3
40757,AkRu05049,AkRu05049,3
40779,AkRu05049,AkRu05049,3
40788,AkRu05049,AkRu05049,3
40811,AkRu05049,AkRu05049,3
34707,SoRu36495,SoRu36495,1
35498,KiIs24165,KiIs24165,2
5622,KiHa22801,KiHa22801,1
17414,KiRu30402,KiRu30402,1
46074,AkRu07212,AkRu07212,3
29470,SoMa33737,SoMa33737,2
46018,AkRu05996,AkRu05996,1
27125,SoRu37485,SoRu37485,1
49673,HaRu18692,HaRu18692,3
42224,AmDa12115,AmDa12115,1
16460,SoBa31675,SoBa31675,9
26538,KiRu27091,KiRu27091,3
26607,KiRu27091,KiRu27091,3
26731,KiRu27091,KiRu27091,3
26776,KiRu27091,KiRu27091,3
26796,KiRu27091,KiRu27091,3
26801,KiRu27091,KiRu27091,3
26927,KiRu27091,KiRu27091,3
27027,KiRu27091,KiRu27091,3
25624,SoIl32343,SoIl32343,6
49033,AkRu03973,AkRu03973,3
42900,AkRu06469,AkRu06469,3
33923,AkRu02879,AkRu02879,3
17974,HaSe21180,HaSe21180,1
51500,AkRu04129,AkRu04129,3
22872,AkRu03049,AkRu03049,3
22979,AkRu03049,AkRu03049,3
22995,AkRu03049,AkRu03049,3
23091,AkRu03049,AkRu03049,3
23106,AkRu03049,AkRu03049,3
23181,AkRu03049,AkRu03049,3
23267,AkRu03049,AkRu03049,3
23292,AkRu03049,AkRu03049,3
17023,KiRu26019,KiRu26019,2
8587,AkRu05567,AkRu05567,2
32140,AmRu13392,AmRu13392,9
24109,KiRu29277,KiRu29277,6
25905,KiHa22725,KiHa22725,1
54228,AkRu07750,AkRu07750,3
32744,HaRu18221,HaRu18221,2
49123,AkRu03866,AkRu03866,3
32466,AmAm09904,AmAm09904,9
39185,AkRu05381,AkRu05381,6
42077,SoRu36309,SoRu36309,0
43248,SoIl32516,SoIl32516,2
30475,SoRu38501,SoRu38501,7
37696,KiMr24550,KiMr24550,9
46016,KiRu25794,KiRu25794,3
11978,KiRu29013,KiRu29013,2
40645,SoRu34827,SoRu34827,0
5817,KiAm22034,KiAm22034,9
23813,AmRu13070,AmRu13070,3
34,AkRu05973,AkRu05973,3
37498,AkRu08930,AkRu08930,2
46842,AkRu05986,AkRu05986,3
22416,SoRu38405,SoRu38405,0
37012,KiRu25582,KiRu25582,3
56452,KiMr24938,KiMr24938,3
26610,KiRu27187,KiRu27187,2
49777,KiRu29008,KiRu29008,2
21258,AkRu06851,AkRu06851,3
21298,AkRu06851,AkRu06851,3
21324,AkRu06851,AkRu06851,3
21373,AkRu06851,AkRu06851,3
21437,AkRu06851,AkRu06851,3
21511,AkRu06851,AkRu06851,3
21593,AkRu06851,AkRu06851,3
21734,AkRu06851,AkRu06851,3
15377,AmRu14096,AmRu14096,9
56898,SoKo33333,SoKo33333,2
5323,HaDe16498,HaDe16498,1
52854,AmRu15671,AmRu15671,0
7009,AkRu02917,AkRu02917,7
57517,AkRu08658,AkRu08658,0
52912,KiHa23098,KiHa23098,9
21262,KiRu27709,KiRu27709,2
56705,SoKo33173,SoKo33173,3
15857,KiRu29070,KiRu29070,1
42776,KiRu26448,KiRu26448,3
42817,KiRu26448,KiRu26448,3
42963,KiRu26448,KiRu26448,3
42997,KiRu26448,KiRu26448,3
43078,KiRu26448,KiRu26448,3
43090,KiRu26448,KiRu26448,3
43144,KiRu26448,KiRu26448,3
43196,KiRu26448,KiRu26448,3
2355,AkRu02702,AkRu02702,4
32963,AmBe11096,AmBe11096,9
16439,AmAm09974,AmAm09974,9
13759,AmAb09303,AmAb09303,0
57922,AmRu13533,AmRu13533,2
2632,HaRu17490,HaRu17490,6
55794,KiRu26688,KiRu26688,2
41480,AkKi01435,AkKi01435,1
29146,HaRu17778,HaRu17778,0
56912,KiIs23983,KiIs23983,1
28621,AkRu02837,AkRu02837,2
10051,SoRu34768,SoRu34768,0
15456,AkRu05737,AkRu05737,2
3116,SoIl32575,SoIl32575,1
41114,SoIl32905,SoIl32905,9
13896,AkRu04984,AkRu04984,2
15203,HaZa21724,HaZa21724,3
5159,KiRu30412,KiRu30412,9
45446,HaRu17357,HaRu17357,9
38287,AkRu04085,AkRu04085,0
32836,AkRu05064,AkRu05064,0
12862,KiRu29350,KiRu29350,3
55066,SoCh32134,SoCh32134,9
33597,SoRu36758,SoRu36758,6
19229,SoRu37498,SoRu37498,3
14096,AmAs10873,AmAs10873,2
5276,AkLu02515,AkLu02515,3
26183,SoMa34366,SoMa34366,9
56724,AkHa00168,AkHa00168,9
25547,KiZu31241,KiZu31241,3
25659,KiZu31241,KiZu31241,3
25671,KiZu31241,KiZu31241,3
25791,KiZu31241,KiZu31241,3
25846,KiZu31241,KiZu31241,3
25874,KiZu31241,KiZu31241,3
25879,KiZu31241,KiZu31241,3
26017,KiZu31241,KiZu31241,3
1795,AkRu07740,AkRu07740,2
54217,HaRu17286,HaRu17286,2
37490,AmAs10647,AmAs10647,7
57194,AkRu04500,AkRu04500,1
59292,SoMa34599,SoMa34599,0
57128,AkRu07105,AkRu07105,2
24824,AkKi01263,AkKi01263,2
41818,SoBa31813,SoBa31813,3
29336,AmRu12815,AmRu12815,2
38834,AmRu15123,AmRu15123,9
23817,KiHa23019,KiHa23019,1
10831,SoRu36901,SoRu36901,5
10990,SoRu36901,SoRu36901,5
11055,SoRu36901,SoRu36901,5
11146,SoRu36901,SoRu36901,5
11150,SoRu36901,SoRu36901,5
11183,SoRu36901,SoRu36901,5
11204,SoRu36901,SoRu36901,5
11281,SoRu36901,SoRu36901,5
16410,AkRu04935,AkRu04935,3
