province_name,town_name,location_type,type_of_water_source,number_of_people_served,time_in_queue,pollution_results,pollutant_ppm,biological
Akatsi,Rural,Rural,tap_in_home,766,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,204,16,NULL,NULL,NULL
Akatsi,Rural,Rural,well,296,0,"Contaminated: Biological",0,495.898
Akatsi,Rural,Rural,well,306,0,"Contaminated: Biological",0,318.664
Akatsi,Rural,Rural,well,170,0,Clean,0.036577,0.0000898978
Akatsi,Rural,Rural,well,386,0,"Contaminated: Chemical",3.94473,0
Akatsi,Rural,Rural,tap_in_home_broken,440,0,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,760,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,2290,26,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1558,136,NULL,NULL,NULL
Akatsi,Rural,Rural,well,286,0,"Contaminated: Biological",0,49.1948
Akatsi,Rural,Rural,well,330,0,"Contaminated: Biological",0,34.1054
Akatsi,Rural,Rural,well,250,0,Clean,0.0268144,0.0000824203
Akatsi,Rural,Rural,river,628,13,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1226,112,NULL,NULL,NULL
Akatsi,Rural,Rural,well,320,0,Clean,0.0111387,0.0000695957
Akatsi,Rural,Rural,well,386,0,"Contaminated: Chemical",8.85543,0
Akatsi,Rural,Rural,well,322,0,"Contaminated: Chemical",7.17765,0
Akatsi,Rural,Rural,river,590,25,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,978,20,NULL,NULL,NULL
Akatsi,Rural,Rural,well,222,0,Clean,0.0243361,0.0000805364
Akatsi,Rural,Rural,tap_in_home,798,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,280,0,"Contaminated: Chemical",3.92458,0
Akatsi,Rural,Rural,shared_tap,3250,240,NULL,NULL,NULL
Akatsi,Rural,Rural,well,348,0,Clean,0.0401563,0.0000479444
Akatsi,Rural,Rural,tap_in_home_broken,590,0,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,940,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,196,0,Clean,0.0763369,0.0000640613
Akatsi,Rural,Rural,well,378,0,"Contaminated: Biological",0,43.1527
Akatsi,Rural,Rural,well,246,0,Clean,0.0646393,0.000021494
Akatsi,Rural,Rural,well,188,0,"Contaminated: Biological",0,13.4191
Akatsi,Rural,Rural,well,186,0,"Contaminated: Chemical",3.96891,0
Akatsi,Rural,Rural,well,388,0,"Contaminated: Chemical",7.83693,0
Akatsi,Rural,Rural,shared_tap,1842,24,NULL,NULL,NULL
Akatsi,Rural,Rural,well,240,0,"Contaminated: Chemical",7.11926,0
Akatsi,Rural,Rural,shared_tap,2714,29,NULL,NULL,NULL
Akatsi,Rural,Rural,well,172,0,"Contaminated: Chemical",9.7029,0
Akatsi,Rural,Rural,well,316,0,"Contaminated: Chemical",3.75152,0
Akatsi,Rural,Rural,shared_tap,2204,182,NULL,NULL,NULL
Akatsi,Rural,Rural,well,178,0,"Contaminated: Chemical",7.53529,0
Akatsi,Rural,Rural,well,338,0,"Contaminated: Chemical",6.4982,0
Akatsi,Rural,Rural,tap_in_home,734,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,352,0,"Contaminated: Chemical",3.5739,0
Akatsi,Rural,Rural,well,212,0,Clean,0.0726203,0.0000427624
Akatsi,Rural,Rural,well,232,0,"Contaminated: Biological",0,30.3471
Akatsi,Rural,Rural,shared_tap,2286,188,NULL,NULL,NULL
Akatsi,Rural,Rural,well,348,0,Clean,0.0890003,0.0000482497
Akatsi,Rural,Rural,shared_tap,626,18,NULL,NULL,NULL
Akatsi,Rural,Rural,well,180,0,Clean,0.0342254,0.0000690823
Akatsi,Rural,Rural,tap_in_home,822,0,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home_broken,384,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,296,0,"Contaminated: Chemical",3.10674,0
Akatsi,Rural,Rural,well,284,0,"Contaminated: Chemical",8.51958,0
Akatsi,Rural,Rural,shared_tap,3468,240,NULL,NULL,NULL
Akatsi,Rural,Rural,well,216,0,"Contaminated: Chemical",6.90643,0
Akatsi,Rural,Rural,well,316,0,Clean,0.0196694,0.0000865069
Akatsi,Rural,Rural,shared_tap,234,40,NULL,NULL,NULL
Akatsi,Rural,Rural,well,232,0,Clean,0.0121747,0.0000538101
Akatsi,Rural,Rural,well,308,0,Clean,0.0844066,0.00000885939
Akatsi,Rural,Rural,tap_in_home_broken,356,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,206,0,"Contaminated: Biological",0,182.88
Akatsi,Rural,Rural,well,260,0,"Contaminated: Biological",0,485.162
Akatsi,Rural,Rural,shared_tap,334,47,NULL,NULL,NULL
Akatsi,Rural,Rural,well,238,0,"Contaminated: Chemical",2.43155,0
Akatsi,Rural,Rural,river,790,19,NULL,NULL,NULL
Akatsi,Rural,Rural,well,396,0,"Contaminated: Chemical",1.80688,0
Akatsi,Rural,Rural,shared_tap,3300,30,NULL,NULL,NULL
Akatsi,Rural,Rural,well,348,0,Clean,0.0813491,0.0000732582
Akatsi,Rural,Rural,well,356,0,Clean,0.0786639,0.00000758306
Akatsi,Rural,Rural,well,224,0,"Contaminated: Chemical",3.62473,0
Akatsi,Rural,Rural,shared_tap,1632,23,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1516,22,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home_broken,522,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,370,0,"Contaminated: Chemical",8.60895,0
Akatsi,Rural,Rural,well,218,0,Clean,0.0202598,0.0000905306
Akatsi,Rural,Rural,well,380,0,Clean,0.0452967,0.000078076
Akatsi,Rural,Rural,well,270,0,Clean,0.0755895,0.0000427281
Akatsi,Rural,Rural,well,280,0,Clean,0.0283847,0.00000741345
Akatsi,Rural,Rural,shared_tap,2958,30,NULL,NULL,NULL
Akatsi,Rural,Rural,well,322,0,"Contaminated: Chemical",7.25552,0
Akatsi,Rural,Rural,well,342,0,"Contaminated: Chemical",7.59389,0
Akatsi,Rural,Rural,shared_tap,2160,26,NULL,NULL,NULL
Akatsi,Rural,Rural,well,240,0,"Contaminated: Chemical",1.72542,0
Akatsi,Rural,Rural,well,244,0,"Contaminated: Biological",0,267.371
Akatsi,Rural,Rural,well,396,0,Clean,0.0675407,0.0000495985
Akatsi,Rural,Rural,tap_in_home_broken,762,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,3110,240,NULL,NULL,NULL
Akatsi,Rural,Rural,well,216,0,Clean,0.0867084,0.000086722
Akatsi,Rural,Rural,well,208,0,Clean,0.0922058,0.0000877552
Akatsi,Rural,Rural,well,324,0,"Contaminated: Chemical",5.37666,0
Akatsi,Rural,Rural,shared_tap,3944,240,NULL,NULL,NULL
Akatsi,Rural,Rural,well,188,0,Clean,0.016982,0.000057513
Akatsi,Rural,Rural,tap_in_home_broken,706,0,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home_broken,308,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,218,0,Clean,0.041628,0.0000654755
Akatsi,Rural,Rural,tap_in_home,548,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,304,0,Clean,0.0910252,0.0000257418
Akatsi,Rural,Rural,shared_tap,646,18,NULL,NULL,NULL
Akatsi,Rural,Rural,well,306,0,"Contaminated: Chemical",5.35884,0
Akatsi,Rural,Rural,tap_in_home_broken,710,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1694,23,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,604,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,198,0,"Contaminated: Chemical",1.06349,0
Akatsi,Rural,Rural,shared_tap,1064,20,NULL,NULL,NULL
Akatsi,Rural,Rural,well,230,0,Clean,0.0151035,44.4652
Akatsi,Rural,Rural,shared_tap,3704,240,NULL,NULL,NULL
Akatsi,Rural,Rural,well,282,0,"Contaminated: Chemical",7.43555,0
Akatsi,Rural,Rural,well,364,0,"Contaminated: Chemical",2.77059,0
Akatsi,Rural,Rural,shared_tap,3180,240,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,500,0,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,922,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,166,0,Clean,0.0957617,0.0000308846
Akatsi,Rural,Rural,well,218,0,Clean,0.0338181,0.0000890096
Akatsi,Rural,Rural,well,240,0,Clean,0.0485171,0.0000666454
Akatsi,Rural,Rural,well,332,0,Clean,0.056087,0.0000405734
Akatsi,Rural,Rural,well,164,0,"Contaminated: Chemical",7.55685,0
Akatsi,Rural,Rural,tap_in_home,418,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,2580,28,NULL,NULL,NULL
Akatsi,Rural,Rural,well,398,0,"Contaminated: Chemical",9.56628,0
Akatsi,Rural,Rural,river,718,7,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1934,163,NULL,NULL,NULL
Akatsi,Rural,Rural,river,886,28,NULL,NULL,NULL
Akatsi,Rural,Rural,well,300,0,Clean,0.0729978,0.0000929322
Akatsi,Rural,Rural,shared_tap,2772,29,NULL,NULL,NULL
Akatsi,Rural,Rural,well,386,0,"Contaminated: Chemical",7.17232,0
Akatsi,Rural,Rural,well,308,0,"Contaminated: Chemical",5.66496,0
Akatsi,Rural,Rural,well,324,0,Clean,0.0711842,0.0000489922
Akatsi,Rural,Rural,tap_in_home,438,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,222,0,"Contaminated: Chemical",9.12746,0
Akatsi,Rural,Rural,shared_tap,1218,21,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,2868,29,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1514,132,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,400,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,2122,25,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1052,99,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,3248,240,NULL,NULL,NULL
Akatsi,Rural,Rural,well,380,0,"Contaminated: Chemical",6.76217,0
Akatsi,Rural,Rural,river,830,5,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1894,160,NULL,NULL,NULL
Akatsi,Rural,Rural,well,372,0,Clean,0.0923635,0.0000933487
Akatsi,Rural,Rural,well,180,0,Clean,0.0760837,0.0000185628
Akatsi,Rural,Rural,shared_tap,524,17,NULL,NULL,NULL
Akatsi,Rural,Rural,well,282,0,Clean,0.0771428,0.0000121335
Akatsi,Rural,Rural,shared_tap,2502,27,NULL,NULL,NULL
Akatsi,Rural,Rural,well,260,0,"Contaminated: Chemical",3.77137,0
Akatsi,Rural,Rural,shared_tap,3122,240,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1468,129,NULL,NULL,NULL
Akatsi,Rural,Rural,well,358,0,Clean,0.0214509,0.0000703338
Akatsi,Rural,Rural,tap_in_home,902,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,360,0,Clean,0.0895994,0.0000949936
Akatsi,Rural,Rural,tap_in_home,784,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,336,0,"Contaminated: Chemical",6.21223,0
Akatsi,Rural,Rural,shared_tap,744,18,NULL,NULL,NULL
Akatsi,Rural,Rural,well,168,0,Clean,0.0617503,0.0000741054
Akatsi,Rural,Rural,well,238,0,Clean,0.0659673,0.0000483895
Akatsi,Rural,Rural,shared_tap,622,18,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,802,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,3112,240,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home_broken,460,0,NULL,NULL,NULL
Akatsi,Rural,Rural,river,564,22,NULL,NULL,NULL
Akatsi,Rural,Rural,well,202,0,"Contaminated: Chemical",4.95742,0
Akatsi,Rural,Rural,river,656,12,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1690,23,NULL,NULL,NULL
Akatsi,Rural,Rural,well,288,0,Clean,0.090945,0.0000428506
Akatsi,Rural,Rural,well,372,0,Clean,0.0295174,0.0000934041
Akatsi,Rural,Rural,well,248,0,Clean,0.0960251,0.0000638355
Akatsi,Rural,Rural,well,224,0,Clean,0.0744968,0.0000595009
Akatsi,Rural,Rural,well,306,0,Clean,0.0871036,0.0000522249
Akatsi,Rural,Rural,shared_tap,2820,227,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,2832,29,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,582,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,232,0,Clean,0.0591427,0.0000904746
Akatsi,Rural,Rural,tap_in_home,800,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,192,0,Clean,0.0656424,0.0000253819
Akatsi,Rural,Rural,well,264,0,Clean,0.0132057,0.000058874
Akatsi,Rural,Rural,shared_tap,946,19,NULL,NULL,NULL
Akatsi,Rural,Rural,well,214,0,Clean,0.0986912,0.0000670785
Akatsi,Rural,Rural,well,296,0,"Contaminated: Chemical",7.82933,0
Akatsi,Rural,Rural,well,394,0,Clean,0.0171325,0.0000448411
Akatsi,Rural,Rural,tap_in_home,692,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,212,0,Clean,0.0147208,0.0000669628
Akatsi,Rural,Rural,well,290,0,Clean,0.0360485,0.0000943131
Akatsi,Rural,Rural,well,164,0,"Contaminated: Chemical",1.88184,0
Akatsi,Rural,Rural,well,276,0,"Contaminated: Chemical",5.35278,0
Akatsi,Rural,Rural,well,192,0,Clean,0.0539493,0.0000916522
Akatsi,Rural,Rural,shared_tap,472,57,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1484,22,NULL,NULL,NULL
Akatsi,Rural,Rural,well,382,0,"Contaminated: Chemical",9.08726,0
Akatsi,Rural,Rural,well,270,0,Clean,0.0550503,0.0000475834
Akatsi,Rural,Rural,tap_in_home_broken,488,0,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,720,0,NULL,NULL,NULL
Akatsi,Rural,Rural,river,666,18,NULL,NULL,NULL
Akatsi,Rural,Rural,river,748,5,NULL,NULL,NULL
Akatsi,Rural,Rural,well,214,0,"Contaminated: Chemical",2.5471,0
Akatsi,Rural,Rural,well,184,0,Clean,0.032744,0.0000267854
Akatsi,Rural,Rural,well,392,0,Clean,0.0330718,0.00000781769
Akatsi,Rural,Rural,well,324,0,"Contaminated: Chemical",7.43204,0
Akatsi,Rural,Rural,well,168,0,"Contaminated: Chemical",8.89915,0
Akatsi,Rural,Rural,well,230,0,"Contaminated: Chemical",1.62948,0
Akatsi,Rural,Rural,well,368,0,Clean,0.0218055,0.000024639
Akatsi,Rural,Rural,well,346,0,"Contaminated: Chemical",8.32483,0
Akatsi,Rural,Rural,shared_tap,234,40,NULL,NULL,NULL
Akatsi,Rural,Rural,well,358,0,"Contaminated: Chemical",9.96644,0
Akatsi,Rural,Rural,well,164,0,"Contaminated: Chemical",4.62926,0
Akatsi,Rural,Rural,tap_in_home,314,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,2314,190,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,734,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,338,0,"Contaminated: Chemical",1.41805,0
Akatsi,Rural,Rural,well,388,0,"Contaminated: Chemical",6.79809,0
Akatsi,Rural,Rural,shared_tap,2394,196,NULL,NULL,NULL
Akatsi,Rural,Rural,well,330,0,Clean,0.081581,0.00000894931
Akatsi,Rural,Rural,well,356,0,Clean,0.0521962,0.0000400359
Akatsi,Rural,Rural,well,298,0,Clean,0.0349231,0.0000970767
Akatsi,Rural,Rural,well,390,0,"Contaminated: Biological",0,48.7925
Akatsi,Rural,Rural,well,246,0,"Contaminated: Chemical",7.2921,0
Akatsi,Rural,Rural,well,320,0,Clean,0.0400891,0.0000151158
Akatsi,Rural,Rural,well,168,0,"Contaminated: Chemical",8.47683,0
Akatsi,Rural,Rural,well,202,0,"Contaminated: Chemical",1.59463,0
Akatsi,Rural,Rural,shared_tap,2540,207,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home_broken,362,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,344,0,"Contaminated: Chemical",6.09439,0
Akatsi,Rural,Rural,tap_in_home,684,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,3580,30,NULL,NULL,NULL
Akatsi,Rural,Rural,well,268,0,"Contaminated: Chemical",7.59486,0
Akatsi,Rural,Rural,shared_tap,2786,29,NULL,NULL,NULL
Akatsi,Rural,Rural,well,350,0,"Contaminated: Chemical",7.76327,0
Akatsi,Rural,Rural,well,272,0,"Contaminated: Chemical",6.27225,0
Akatsi,Rural,Rural,tap_in_home,836,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,3594,30,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home_broken,870,0,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home_broken,558,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1450,128,NULL,NULL,NULL
Akatsi,Rural,Rural,well,224,0,"Contaminated: Chemical",6.57465,0
Akatsi,Rural,Rural,well,398,0,Clean,0.0682277,0.0000339777
Akatsi,Rural,Rural,well,174,0,Clean,0.0887668,0.0000112719
Akatsi,Rural,Rural,shared_tap,2692,28,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,956,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1856,24,NULL,NULL,NULL
Akatsi,Rural,Rural,well,214,0,Clean,0.0712082,0.0000771457
Akatsi,Rural,Rural,tap_in_home_broken,428,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,268,0,"Contaminated: Chemical",4.8745,0
Akatsi,Rural,Rural,shared_tap,3958,240,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,3516,30,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,3790,240,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1290,116,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home_broken,574,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,208,0,Clean,0.0384111,0.0000837954
Akatsi,Rural,Rural,well,372,0,"Contaminated: Chemical",9.93187,0
Akatsi,Rural,Rural,river,712,11,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,220,39,NULL,NULL,NULL
Akatsi,Rural,Rural,well,272,0,"Contaminated: Chemical",4.44205,0
Akatsi,Rural,Rural,well,308,0,Clean,0.0415674,0.0000143785
Akatsi,Rural,Rural,well,164,0,"Contaminated: Chemical",7.95608,0
Akatsi,Rural,Rural,river,750,8,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,452,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,206,0,Clean,0.0357601,0.0000819054
Akatsi,Rural,Rural,well,358,0,Clean,0.0888068,0.0000383392
Akatsi,Rural,Rural,well,192,0,"Contaminated: Chemical",1.4948,0
Akatsi,Rural,Rural,well,328,0,Clean,0.0885995,0.0000863141
Akatsi,Rural,Rural,well,288,0,"Contaminated: Biological",0,485.162
Akatsi,Rural,Rural,well,354,0,Clean,0.070883,0.00006895
Akatsi,Rural,Rural,well,230,0,Clean,0.0625654,0.0000903731
Akatsi,Rural,Rural,well,174,0,"Contaminated: Chemical",4.68476,0
Akatsi,Rural,Rural,tap_in_home_broken,478,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1492,131,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,2192,181,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,326,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,346,0,Clean,0.0843845,0.0000817456
Akatsi,Rural,Rural,well,230,0,"Contaminated: Biological",0,262.668
Akatsi,Rural,Rural,tap_in_home,824,0,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,534,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,162,0,"Contaminated: Chemical",1.59262,0
Akatsi,Rural,Rural,shared_tap,1614,23,NULL,NULL,NULL
Akatsi,Rural,Rural,well,246,0,"Contaminated: Biological",0,262.668
Akatsi,Rural,Rural,well,302,0,Clean,0.0635297,0.0000750639
Akatsi,Rural,Rural,tap_in_home,746,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,358,0,Clean,0.0817013,0.0000115934
Akatsi,Rural,Rural,well,242,0,Clean,0.0124692,0.0000882331
Akatsi,Rural,Rural,shared_tap,600,18,NULL,NULL,NULL
Akatsi,Rural,Rural,well,272,0,Clean,0.0125037,0.000072531
Akatsi,Rural,Rural,tap_in_home_broken,810,0,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,648,0,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home_broken,888,0,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home_broken,326,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,304,0,Clean,0.0798715,0.0000858081
Akatsi,Rural,Rural,well,228,0,"Contaminated: Chemical",8.47344,0
Akatsi,Rural,Rural,well,238,0,Clean,0.093775,0.0000645246
Akatsi,Rural,Rural,well,336,0,"Contaminated: Chemical",4.99747,0
Akatsi,Rural,Rural,well,274,0,"Contaminated: Biological",0,44.3563
Akatsi,Rural,Rural,well,258,0,"Contaminated: Chemical",2.50924,0
Akatsi,Rural,Rural,well,198,0,Clean,0.0177906,0.0000392815
Akatsi,Rural,Rural,well,276,0,"Contaminated: Chemical",7.43861,0
Akatsi,Rural,Rural,tap_in_home,652,0,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,590,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,304,0,Clean,0.0271728,0.0000780197
Akatsi,Rural,Rural,shared_tap,2202,26,NULL,NULL,NULL
Akatsi,Rural,Rural,well,260,0,Clean,0.0443395,0.0000049136
Akatsi,Rural,Rural,well,358,0,"Contaminated: Chemical",8.32559,0
Akatsi,Rural,Rural,river,954,22,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,340,0,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home_broken,414,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,222,0,"Contaminated: Chemical",7.43087,0
Akatsi,Rural,Rural,tap_in_home,308,0,NULL,NULL,NULL
Akatsi,Rural,Rural,river,772,26,NULL,NULL,NULL
Akatsi,Rural,Rural,river,736,20,NULL,NULL,NULL
Akatsi,Rural,Rural,well,340,0,Clean,0.0267992,0.000014019
Akatsi,Rural,Rural,well,282,0,"Contaminated: Chemical",9.02637,0
Akatsi,Rural,Rural,well,314,0,"Contaminated: Chemical",8.81131,0
Akatsi,Rural,Rural,well,202,0,Clean,0.0819738,0.0000273528
Akatsi,Rural,Rural,shared_tap,2852,229,NULL,NULL,NULL
Akatsi,Rural,Rural,well,234,0,"Contaminated: Chemical",5.83941,0
Akatsi,Rural,Rural,shared_tap,2140,178,NULL,NULL,NULL
Akatsi,Rural,Rural,well,388,0,"Contaminated: Biological",0,96.6341
Akatsi,Rural,Rural,well,288,0,Clean,0.0561957,0.0000346126
Akatsi,Rural,Rural,well,262,0,Clean,0.0114482,0.0000401812
Akatsi,Rural,Rural,shared_tap,3658,240,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,370,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,234,0,"Contaminated: Chemical",4.86277,0
Akatsi,Rural,Rural,well,374,0,Clean,0.0761623,0.0000522504
Akatsi,Rural,Rural,well,298,0,Clean,0.0730833,0.0000191949
Akatsi,Rural,Rural,well,292,0,"Contaminated: Chemical",9.00084,0
Akatsi,Rural,Rural,river,954,19,NULL,NULL,NULL
Akatsi,Rural,Rural,well,354,0,"Contaminated: Chemical",5.30552,0
Akatsi,Rural,Rural,shared_tap,3732,240,NULL,NULL,NULL
Akatsi,Rural,Rural,well,198,0,"Contaminated: Chemical",1.49519,0
Akatsi,Rural,Rural,well,282,0,Clean,0.0596062,0.0000252568
Akatsi,Rural,Rural,shared_tap,2654,28,NULL,NULL,NULL
Akatsi,Rural,Rural,river,618,18,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,1162,107,NULL,NULL,NULL
Akatsi,Rural,Rural,well,352,0,Clean,0.0874009,0.0000189568
Akatsi,Rural,Rural,well,392,0,"Contaminated: Chemical",8.27038,0
Akatsi,Rural,Rural,tap_in_home_broken,628,0,NULL,NULL,NULL
Akatsi,Rural,Rural,river,806,25,NULL,NULL,NULL
Akatsi,Rural,Rural,well,388,0,"Contaminated: Chemical",4.53773,0
Akatsi,Rural,Rural,tap_in_home,620,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,344,0,"Contaminated: Chemical",8.13124,0
Akatsi,Rural,Rural,tap_in_home,744,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,3306,30,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home_broken,908,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,2242,185,NULL,NULL,NULL
Akatsi,Rural,Rural,tap_in_home,564,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,356,0,"Contaminated: Chemical",7.34589,0
Akatsi,Rural,Rural,well,268,0,"Contaminated: Chemical",7.70913,0
Akatsi,Rural,Rural,tap_in_home_broken,556,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,3844,240,NULL,NULL,NULL
Akatsi,Rural,Rural,well,192,0,Clean,0.0764503,0.0000862748
Akatsi,Rural,Rural,well,342,0,"Contaminated: Chemical",5.97544,0
Akatsi,Rural,Rural,shared_tap,3650,30,NULL,NULL,NULL
Akatsi,Rural,Rural,well,294,0,"Contaminated: Chemical",5.39197,0
Akatsi,Rural,Rural,well,302,0,Clean,0.0306538,0.0000278264
Akatsi,Rural,Rural,well,188,0,Clean,0.0542634,0.0000149546
Akatsi,Rural,Rural,shared_tap,3146,30,NULL,NULL,NULL
Akatsi,Rural,Rural,well,178,0,"Contaminated: Chemical",3.51227,0
Akatsi,Rural,Rural,river,664,15,NULL,NULL,NULL
Akatsi,Rural,Rural,well,392,0,"Contaminated: Biological",0,495.898
Akatsi,Rural,Rural,well,280,0,"Contaminated: Chemical",6.20661,0
Akatsi,Rural,Rural,well,192,0,Clean,0.089365,0.0000302515
Akatsi,Rural,Rural,well,268,0,"Contaminated: Chemical",1.33384,0
Akatsi,Rural,Rural,well,324,0,"Contaminated: Biological",0,15.3458
Akatsi,Rural,Rural,tap_in_home,810,0,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,948,19,NULL,NULL,NULL
Akatsi,Rural,Rural,well,306,0,"Contaminated: Chemical",7.58363,0
Akatsi,Rural,Rural,well,224,0,Clean,0.0924389,0.0000751804
Akatsi,Rural,Rural,tap_in_home,614,0,NULL,NULL,NULL
Akatsi,Rural,Rural,well,294,0,Clean,0.0361195,0.0000749935
Akatsi,Rural,Rural,well,280,0,"Contaminated: Chemical",9.57987,0
Akatsi,Rural,Rural,shared_tap,3250,30,NULL,NULL,NULL
Akatsi,Rural,Rural,shared_tap,2530,28,NULL,NULL,NULL
Akatsi,Rural,Rural,well,270,0,"Contaminated: Chemical",4.45631,0
Akatsi,Rural,Rural,well,378,0,"Contaminated: Chemical",7.55638,0
Akatsi,Rural,Rural,well,178,0,"Contaminated: Chemical",8.30459,0
Akatsi,Rural,Rural,shared_tap,2126,25,NULL,NULL,NULL
Akatsi,Rural,Rural,river,568,9,NULL,NULL,NULL
