Project_id,source_id,Address,Town,Province,Source_type,Improvement,Source_status,Date_of_completion,Comments
5184,SoRu39562224,"71 Angelique Street",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5185,SoMa34535224,"88 Thomas Mapfumo Road",Marang,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5186,KiRu26182224,"105 Nyerere Road",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
5187,SoRu38862224,"62 Cape Town Avenue",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5188,KiRu25337224,"144 Mwanza Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5189,AkKi00986224,"145 Tunis Street",Kintampo,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
5190,SoRu36332224,"4 Casablanca Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5191,KiHa23110224,"142 Port Said Street",Harare,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5192,AmBe11165224,"137 Mbuzi Mbeki Street",Bello,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5193,KiHa23441224,"37 Ladysmith Drive",Harare,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5194,KiRu26668224,"10 Malabo Drive",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5195,KiRu29281224,"45 Bahari Ya Faraja Road",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5196,KiRu26282224,"163 Kimathi Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5197,AmBe11291224,"58 Mbuzi Mbeki Street",Bello,Amanzi,shared_tap,"Install 6 taps nearby",Backlog,NULL,NULL
5198,AmRu13729224,"47 Luanda Avenue",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
5199,AmRu14409224,"5 Leakey Avenue",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5200,KiRu28322224,"171 Kipepeo Johnson Street",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5201,AkHa00395224,"132 Oliver Tambo Street",Harare,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5202,AkLu02245224,"176 Okonjo-Iweala Street",Lusaka,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5203,AmPw12304224,"45 Zuri Place",Pwani,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5204,SoRu38787224,"76 Mto Wa Ukarimu Street",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5205,SoRu36129224,"35 Niamey Drive",Rural,Sokoto,shared_tap,"Install 6 taps nearby",Backlog,NULL,NULL
5206,KiRu26743224,"133 N'Djamena Road",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5207,SoMa34483224,"49 Usman dan Fodio Way",Marang,Sokoto,river,"Drill well",Backlog,NULL,NULL
5208,KiRu27862224,"3 Haile Selassie Avenue",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5209,AmPw12405224,"113 Jengo Street",Pwani,Amanzi,river,"Drill well",Backlog,NULL,NULL
5210,AkRu04413224,"129 Asmara Street",Rural,Akatsi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5211,HaRu19067224,"104 Winnie Mandela Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5212,SoKo33132224,"52 Biko Avenue",Kofi,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5213,AkRu08148224,"18 Pwani Ya Utukufu Road",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5214,AkRu06648224,"42 Popo Kamuzu Street",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5215,KiRu29439224,"110 Bahari Nyeupe Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5216,KiRu29977224,"33 Special Star Road",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5217,KiIs24206224,"67 Kiboko Senghor Road",Isiqalo,Kilimani,river,"Drill well",Backlog,NULL,NULL
5218,SoRu35265224,"4 Nile Street",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5219,KiRu29785224,"60 Ziwa La Upendo Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5220,KiRu25559224,"6 Okavango Bend",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5221,HaDe16413224,"38 Ndege Tambo Road",Deka,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5222,AmRu15175224,"114 Mawimbi Maji Street",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5223,AmRu13318224,"22 Hurghada Street",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
5224,SoRu39108224,"48 Youssou N'Dour Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5225,AmRu15766224,"1 African Queen Road",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5226,AkHa00644224,"6 Yvonne Chaka Street",Harare,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5227,HaRu18174224,"16 Tripoli Terrace",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5228,AkHa00215224,"31 Abyei Avenue",Harare,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
5229,HaRu17058224,"31 Twiga Lane",Rural,Hawassa,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5230,HaRu20848224,"95 Tuku Street",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5231,AkRu02774224,"126 Nia Lane",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5232,SoRu35373224,"152 Nile Street",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5233,SoRu37448224,"9 Soko Soyinka Road",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5234,AmAs10526224,"97 Nadi Kijani Lane",Asmara,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5235,AkRu06586224,"103 Popo Kamuzu Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5236,HaRu19148224,"49 Miriam Makeba Drive",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5237,AmRu12997224,"91 Cairo Road",Rural,Amanzi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5238,AkRu03193224,"39 Kigali Place",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5239,HaRu20249224,"8 Malaika Drive",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5240,HaRu18751224,"144 Amin Road",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5241,AkRu02794224,"58 Nia Lane",Rural,Akatsi,shared_tap,"Install 7 taps nearby",Backlog,NULL,NULL
5242,KiRu30495224,"197 Sahara Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5243,KiRu25717224,"78 Acacia Lane",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5244,SoRu35901224,"48 Seychelles Street",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5245,HaZa21783224,"150 Kampala Road",Zanzibar,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5246,SoMa33713224,"55 Algiers Road",Majengo,Sokoto,shared_tap,"Install 5 taps nearby",Backlog,NULL,NULL
5247,HaZa21697224,"140 Kampala Road",Zanzibar,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5248,KiRu29834224,"11 Soweto Blues Boulevard",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5249,HaRu18429224,"1 Harare Avenue",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5250,SoIl32399224,"136 Sfax Street",Ilanga,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5251,SoRu37989224,"188 Paka Dangote Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5252,HaZa21689224,"133 Kampala Road",Zanzibar,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5253,SoKo33463224,"51 Mlima Wa Hekima Street",Kofi,Sokoto,river,"Drill well",Backlog,NULL,NULL
5254,KiZu31152224,"182 Conakry Street",Zuri,Kilimani,shared_tap,"Install 2 taps nearby",Backlog,NULL,NULL
5255,KiRu28828224,"34 Ziwa La Kioo Road",Rural,Kilimani,shared_tap,"Install 2 taps nearby",Backlog,NULL,NULL
5256,KiHa22980224,"25 Bujumbura Street",Harare,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5257,KiIs23796224,"47 Cape Coast Road",Isiqalo,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5258,SoRu39484224,"107 Angelique Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5259,AkRu06337224,"71 Punda Kagame Street",Rural,Akatsi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5260,AkRu06828224,"22 Fisi Nkrumah Street",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5261,SoRu38090224,"29 Njia Ya Mlima Avenue",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5262,SoRu35405224,"23 Nile Street",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5263,AkRu05258224,"144 Kenyatta Street",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5264,KiHa23460224,"10 Ladysmith Drive",Harare,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5265,HaZa21638224,"26 Serengeti Court",Zanzibar,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5266,HaRu20419224,"56 Johnny Street",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5267,HaRu20514224,"185 Gbenga Adeyinka Street",Rural,Hawassa,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
5268,KiRu27462224,"24 Kaduna Road",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
5269,SoRu38528224,"57 Pwani Ya Joto Road",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5270,HaRu18851224,"63 Zuma Avenue",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5271,KiHa22894224,"1 Bujumbura Street",Harare,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5272,AkRu05900224,"70 Mbeki Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5273,HaAm16084224,"96 Garang Street",Amina,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5274,AmAm09825224,"135 Afro Jazz Street",Amina,Amanzi,well,"Install UV and RO filter",Backlog,NULL,NULL
5275,AkRu07971224,"63 Maji Mema Street",Rural,Akatsi,shared_tap,"Install 6 taps nearby",Backlog,NULL,NULL
5276,KiIs23625224,"89 Langata Road",Isiqalo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5277,AkRu05243224,"138 Kenyatta Street",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5278,AmPw12784224,"55 Tumbili Kenyatta Avenue",Pwani,Amanzi,river,"Drill well",Backlog,NULL,NULL
5279,SoRu37094224,"185 Nelson Mandela Street",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5280,AkRu06642224,"170 Popo Kamuzu Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5281,SoBa31865224,"101 Chura Usman Street",Bahari,Sokoto,river,"Drill well",Backlog,NULL,NULL
5282,SoKo33436224,"91 Mlima Wa Hekima Street",Kofi,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5283,HaYa21558224,"34 Wangari Maathai Avenue",Yaounde,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5284,HaRu19286224,"26 Kiboko Nkrumah Lane",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5285,AmAm09882224,"197 Afro Jazz Street",Amina,Amanzi,river,"Drill well",Backlog,NULL,NULL
5286,SoMa33812224,"48 Cissé Road",Majengo,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5287,HaRu18583224,"51 Kano Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5288,AkRu04479224,"98 Antananarivo Road",Rural,Akatsi,shared_tap,"Install 7 taps nearby",Backlog,NULL,NULL
5289,KiIs23501224,"132 Langata Road",Isiqalo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5290,KiRu29149224,"26 Mto Wa Raha Drive",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5291,SoRu38804224,"157 Mto Wa Ukarimu Street",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5292,KiHa22813224,"56 Tripoli Street",Harare,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5293,SoRu39201224,"29 Hugh Masekela Avenue",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5294,KiRu26005224,"21 Zambezi Drive",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5295,KiRu27032224,"121 Zanzibar Street",Rural,Kilimani,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
5296,AkRu07334224,"27 Ukingo Wa Jua Street",Rural,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
5297,HaAm16236224,"30 Kifaru Lumumba Road",Amina,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5298,SoRu36827224,"49 Kamuzu Banda Road",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5299,AmAs10466224,"56 Eto'o Street",Asmara,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5300,KiIs23850224,"196 Farasi Makeba Street",Isiqalo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5301,AkLu01726224,"98 Mogadishu Road",Lusaka,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5302,KiRu30410224,"41 Kinshasa Road",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5303,KiRu25742224,"98 Acacia Lane",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
5304,HaRu17094224,"24 Twiga Lane",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5305,AkRu03290224,"107 Savanna Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5306,SoKo33470224,"197 Mlima Wa Hekima Street",Kofi,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5307,AmRu13447224,"43 Windhoek Way",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5308,HaRu20120224,"3 Milima Kali Street",Rural,Hawassa,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
5309,KiRu29280224,"136 Bahari Ya Faraja Road",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
5310,SoRu36787224,"94 Kamuzu Banda Road",Rural,Sokoto,shared_tap,"Install 5 taps nearby",Backlog,NULL,NULL
5311,AkRu08172224,"108 Pwani Ya Utukufu Road",Rural,Akatsi,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
5312,SoRu39011224,"122 Asimbonanga Road",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5313,AkHa00496224,"1 Ukingo Mkuu Drive",Harare,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
5314,KiHa22949224,"36 Bujumbura Street",Harare,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5315,KiRu26437224,"26 Harare Drive",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5316,AmRu13961224,"141 Timbuktu Road",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5317,KiRu28446224,"70 Sungura Amanpour Road",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
5318,SoKo33130224,"62 Biko Avenue",Kofi,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5319,HaZa21679224,"108 Kampala Road",Zanzibar,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5320,KiRu25664224,"188 Acacia Lane",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5321,SoRu36229224,"127 Casablanca Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5322,KiRu25754224,"117 Acacia Lane",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
5323,HaRu18505224,"71 Kano Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5324,AmPw12478224,"133 Jengo Street",Pwani,Amanzi,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
5325,AkRu02870224,"19 Nia Lane",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5326,KiRu26027224,"17 Zambezi Drive",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
5327,KiMr25134224,"68 Afrobeats Street",Mrembo,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5328,AkRu05683224,"122 Ramaphosa Road",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5329,AkRu07883224,"86 Maji Mema Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5330,KiRu30061224,"69 Burna Boy Street",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5331,SoIl32843224,"83 Bahari Tamu Road",Ilanga,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5332,KiRu28196224,"20 Kipepeo Johnson Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5333,KiRu27167224,"21 Maseru Road",Rural,Kilimani,shared_tap,"Install 7 taps nearby",Backlog,NULL,NULL
5334,KiRu28469224,"116 Sungura Amanpour Road",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5335,SoRu38323224,"57 Mto Wa Uzima Street",Rural,Sokoto,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
5336,SoMa33908224,"60 Cissé Road",Majengo,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5337,AkRu05154224,"43 Luanda Boulevard",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5338,KiRu26725224,"106 N'Djamena Road",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
5339,HaRu19030224,"157 Winnie Mandela Street",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5340,AmAs10933224,"44 Mto Mbuni Avenue",Asmara,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5341,HaRu17811224,"61 Tunis Road",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5342,HaRu19927224,"49 Jangwa Nyeupe Drive",Rural,Hawassa,shared_tap,"Install 5 taps nearby",Backlog,NULL,NULL
5343,AmRu13022224,"43 Cairo Road",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5344,AmRu12897224,"34 Nairobi Boulevard",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
5345,SoIl32417224,"25 Sfax Street",Ilanga,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5346,AmPw12599224,"102 Lagos Street",Pwani,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5347,KiRu25773224,"9 Acacia Lane",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5348,AkKi01303224,"36 Ziwa Nyeusi Street",Kintampo,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
5349,AkHa00088224,"149 Addis Ababa Road",Harare,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
5350,HaRu18915224,"33 Zuma Avenue",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5351,AkHa00715224,"119 Yvonne Chaka Street",Harare,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
5352,KiRu27439224,"22 Kaduna Road",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5353,AkLu02389224,"37 Maji Matulivu Avenue",Lusaka,Akatsi,river,"Drill well",Backlog,NULL,NULL
5354,AmRu13400224,"30 Windhoek Way",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5355,SoRu37872224,"171 Paka Dangote Street",Rural,Sokoto,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5356,KiZu31062224,"85 Yaounde Street",Zuri,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5357,HaRu17060224,"139 Twiga Lane",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5358,AmRu15379224,"50 Ziwa La Machweo Avenue",Rural,Amanzi,shared_tap,"Install 5 taps nearby",Backlog,NULL,NULL
5359,HaDj16797224,"13 Durban Road",Djenne,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5360,HaRu18671224,"74 Amin Road",Rural,Hawassa,river,"Drill well",Backlog,NULL,NULL
5361,AkRu06814224,"142 Fisi Nkrumah Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5362,KiRu29153224,"29 Mto Wa Raha Drive",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5363,KiRu30158224,"128 Burna Boy Street",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
5364,AkRu04787224,"4 Giza Street",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5365,KiRu26230224,"96 Kimathi Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5366,SoRu38099224,"15 Njia Ya Mlima Avenue",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5367,KiRu26716224,"52 N'Djamena Road",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5368,SoRu38059224,"53 Paka Dangote Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5369,SoRu38153224,"117 Mto Wa Uzima Street",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5370,AkHa00654224,"71 Yvonne Chaka Street",Harare,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
5371,HaRu18764224,"78 Amin Road",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5372,AkKi01542224,"11 Femi Kuti Drive",Kintampo,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5373,HaRu17681224,"56 Constantine Road",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5374,KiZu30777224,"135 Banjul Street",Zuri,Kilimani,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
5375,KiMr24679224,"41 Kob Maathai Road",Mrembo,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5376,HaRu17215224,"48 Marrakech Terrace",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5377,HaRu20812224,"128 Tuku Street",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5378,KiZu31193224,"70 Conakry Street",Zuri,Kilimani,shared_tap,"Install 7 taps nearby",Backlog,NULL,NULL
5379,AkRu06600224,"39 Popo Kamuzu Street",Rural,Akatsi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5380,SoRu35166224,"68 Kenyatta Avenue",Rural,Sokoto,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
5381,HaRu17365224,"94 Rhodes Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5382,KiZu30927224,"51 Yaounde Street",Zuri,Kilimani,river,"Drill well",Backlog,NULL,NULL
5383,HaYa21446224,"19 Okapi Road",Yaounde,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5384,SoRu35022224,"48 Fennec Way",Rural,Sokoto,shared_tap,"Install 6 taps nearby",Backlog,NULL,NULL
5385,AmRu14150224,"112 Zinjathropus Street",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5386,SoKo33317224,"56 Chura Mandela Avenue",Kofi,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5387,AmRu15309224,"131 Mawimbi Maji Street",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5388,SoRu36386224,"12 Nkrumah Road",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5389,HaRu17979224,"109 Lubumbashi Lane",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5390,KiIs23753224,"23 Cape Coast Road",Isiqalo,Kilimani,river,"Drill well",Backlog,NULL,NULL
5391,KiRu27253224,"67 Maseru Road",Rural,Kilimani,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
5392,HaRu17077224,"41 Twiga Lane",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5393,SoRu38078224,"1 Njia Ya Mlima Avenue",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5394,SoMa33570224,"37 Luxor Avenue",Majengo,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5395,AmAs10298224,"174 Eto'o Street",Asmara,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5396,HaRu20157224,"4 Milima Kali Street",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5397,HaRu17690224,"36 Constantine Road",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5398,KiAm22529224,"31 Bahari Ya Upendo Road",Amara,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5399,AmRu15833224,"148 African Queen Road",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5400,KiRu27381224,"18 Kaduna Road",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5401,AkRu08210224,"101 Pwani Ya Utukufu Road",Rural,Akatsi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5402,AkRu07213224,"46 Simba Tutu Street",Rural,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
5403,KiRu28582224,"16 Ndege Khama Drive",Rural,Kilimani,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5404,SoCh32186224,"87 Lusaka Road",Cheche,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5405,AkRu04820224,"107 Giza Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5406,SoRu35737224,"90 Mombasa Road",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5407,KiZu31257224,"94 Conakry Street",Zuri,Kilimani,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
5408,KiRu29561224,"135 Bahari Nyeupe Street",Rural,Kilimani,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
5409,AkRu03585224,"99 Koinange Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5410,KiRu25276224,"11 Mwanza Street",Rural,Kilimani,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
