province_name,town_name,type_of_water_source,number_of_people_served,visit_count
Amanzi,Rural,tap_in_home,752,1
Kilimani,Mrembo,well,202,1
Sokoto,Rural,tap_in_home_broken,784,1
Kilimani,Rural,shared_tap,3290,1
Kilimani,Harare,tap_in_home,690,1
Hawassa,Rural,tap_in_home,978,1
Sokoto,Rural,well,178,1
Akatsi,Rural,well,168,1
Sokoto,Majengo,well,308,1
Kilimani,Harare,well,388,1
Akatsi,Rural,well,234,1
Hawassa,Serowe,well,160,1
Akatsi,Harare,well,324,1
Sokoto,Rural,well,200,1
Hawassa,Rural,well,212,1
Akatsi,Harare,well,396,1
Hawassa,Serowe,well,326,1
Hawassa,Deka,tap_in_home_broken,978,1
Akatsi,Rural,well,168,1
Amanzi,Dahabu,tap_in_home,772,1
Sokoto,Kofi,well,256,1
Hawassa,Rural,shared_tap,3336,1
Kilimani,Rural,well,334,1
Sokoto,Rural,well,190,1
Amanzi,Rural,tap_in_home_broken,660,1
Akatsi,Kintampo,well,330,1
Amanzi,Rural,tap_in_home_broken,916,1
Akatsi,Rural,shared_tap,3974,1
Amanzi,Rural,tap_in_home_broken,742,1
Akatsi,Rural,well,186,1
Kilimani,Isiqalo,tap_in_home,898,1
Hawassa,Rural,tap_in_home_broken,646,1
Sokoto,Marang,well,242,1
Amanzi,Rural,tap_in_home_broken,604,1
Amanzi,Asmara,tap_in_home,412,1
Kilimani,Mrembo,tap_in_home,328,1
Amanzi,Rural,river,684,1
Amanzi,Amina,tap_in_home_broken,640,1
Akatsi,Rural,well,198,1
Sokoto,Rural,well,226,1
Akatsi,Lusaka,tap_in_home_broken,454,1
Kilimani,Rural,well,280,1
Kilimani,Rural,well,272,1
Hawassa,Rural,tap_in_home,574,1
Kilimani,Isiqalo,well,258,1
Akatsi,Rural,well,382,1
Akatsi,Harare,tap_in_home_broken,586,1
Hawassa,Yaounde,tap_in_home_broken,436,1
Sokoto,Rural,shared_tap,262,1
Akatsi,Rural,well,212,1
Akatsi,Rural,shared_tap,2840,1
Hawassa,Amina,tap_in_home,968,1
Kilimani,Harare,tap_in_home_broken,766,1
Hawassa,Rural,well,276,1
Amanzi,Rural,tap_in_home_broken,640,1
Amanzi,Abidjan,shared_tap,2560,1
Kilimani,Rural,tap_in_home,620,1
Amanzi,Amina,tap_in_home_broken,858,1
Sokoto,Rural,shared_tap,3002,1
Sokoto,Rural,river,954,1
Amanzi,Rural,tap_in_home_broken,800,1
Hawassa,Yaounde,tap_in_home,674,1
Hawassa,Rural,tap_in_home,898,1
Hawassa,Amina,well,354,1
Sokoto,Bahari,well,260,1
Akatsi,Rural,shared_tap,1526,1
Amanzi,Asmara,well,380,1
Akatsi,Lusaka,tap_in_home,608,1
Kilimani,Rural,tap_in_home_broken,658,1
Hawassa,Rural,well,198,1
Sokoto,Majengo,well,378,1
Akatsi,Rural,well,312,1
Akatsi,Rural,well,290,1
Akatsi,Rural,shared_tap,1948,1
Kilimani,Rural,well,186,1
Akatsi,Rural,well,300,1
Sokoto,Rural,river,628,1
Amanzi,Pwani,tap_in_home,572,1
Akatsi,Lusaka,river,950,1
Sokoto,Rural,tap_in_home_broken,962,1
Hawassa,Rural,tap_in_home,338,1
Hawassa,Rural,well,198,1
Akatsi,Rural,well,378,1
Akatsi,Rural,well,256,1
Kilimani,Rural,river,408,1
Akatsi,Harare,well,356,1
Amanzi,Dahabu,tap_in_home,808,1
Kilimani,Amara,well,272,1
Akatsi,Rural,well,398,1
Amanzi,Amina,well,274,1
Amanzi,Asmara,tap_in_home,946,1
Akatsi,Rural,well,318,1
Hawassa,Amina,well,372,1
Akatsi,Rural,tap_in_home,544,1
Akatsi,Lusaka,river,546,1
Kilimani,Isiqalo,well,398,1
Sokoto,Rural,well,390,1
Kilimani,Rural,river,484,1
Amanzi,Abidjan,well,382,1
Kilimani,Rural,well,308,1
Kilimani,Harare,tap_in_home_broken,436,1
Akatsi,Rural,well,212,1
Kilimani,Zuri,shared_tap,1676,1
Akatsi,Harare,tap_in_home_broken,518,1
Kilimani,Rural,shared_tap,1298,1
Sokoto,Kofi,well,258,1
Amanzi,Asmara,tap_in_home_broken,686,1
Akatsi,Rural,river,510,1
Sokoto,Rural,tap_in_home,562,1
Amanzi,Dahabu,tap_in_home,978,1
Amanzi,Dahabu,river,798,1
Akatsi,Kintampo,well,388,1
Akatsi,Harare,tap_in_home_broken,668,1
Hawassa,Rural,well,174,1
Sokoto,Rural,shared_tap,3752,1
Hawassa,Yaounde,well,172,1
Amanzi,Rural,tap_in_home_broken,776,1
Sokoto,Rural,well,378,1
Hawassa,Zanzibar,tap_in_home_broken,846,1
Hawassa,Zanzibar,tap_in_home,740,1
Akatsi,Rural,shared_tap,526,1
Sokoto,Rural,well,228,1
Kilimani,Rural,well,270,1
Amanzi,Rural,well,228,1
Kilimani,Rural,shared_tap,3484,1
Amanzi,Rural,tap_in_home_broken,432,1
Kilimani,Rural,tap_in_home,804,1
Hawassa,Rural,shared_tap,2204,1
Kilimani,Rural,well,200,1
Amanzi,Rural,tap_in_home_broken,806,1
Hawassa,Rural,well,242,1
Akatsi,Rural,shared_tap,3920,1
Sokoto,Rural,river,700,1
Kilimani,Zuri,tap_in_home_broken,858,1
Akatsi,Lusaka,tap_in_home,804,1
Kilimani,Rural,well,308,1
Sokoto,Rural,river,646,1
Akatsi,Rural,tap_in_home,618,1
Akatsi,Rural,well,172,1
Amanzi,Dahabu,tap_in_home,754,1
Sokoto,Rural,well,372,1
Akatsi,Rural,well,174,1
Sokoto,Ilanga,well,284,1
Hawassa,Rural,well,356,1
Akatsi,Rural,shared_tap,1460,1
Sokoto,Ilanga,well,382,1
Kilimani,Zuri,shared_tap,1204,1
Sokoto,Rural,shared_tap,3070,1
Sokoto,Rural,shared_tap,834,1
Amanzi,Rural,tap_in_home_broken,530,1
Kilimani,Mrembo,well,288,1
Amanzi,Asmara,tap_in_home,728,1
Sokoto,Rural,well,354,1
Kilimani,Rural,shared_tap,768,1
Kilimani,Rural,well,368,1
Sokoto,Rural,shared_tap,978,1
Sokoto,Majengo,river,630,1
Hawassa,Rural,well,368,1
Kilimani,Rural,well,308,1
Amanzi,Rural,tap_in_home,378,1
Akatsi,Rural,well,216,1
Hawassa,Rural,well,326,1
Akatsi,Harare,tap_in_home_broken,542,1
Amanzi,Rural,shared_tap,1728,1
Akatsi,Lusaka,tap_in_home,534,1
Sokoto,Majengo,well,212,1
Sokoto,Rural,well,200,1
Kilimani,Rural,shared_tap,2032,1
Akatsi,Rural,well,244,1
Sokoto,Rural,shared_tap,2096,1
Kilimani,Isiqalo,well,174,1
Kilimani,Rural,well,324,1
Kilimani,Rural,well,302,1
Amanzi,Rural,shared_tap,2274,1
Sokoto,Bahari,tap_in_home,332,1
Kilimani,Mrembo,well,336,1
Kilimani,Rural,well,244,1
Sokoto,Bahari,well,340,1
Kilimani,Harare,tap_in_home,522,1
Kilimani,Rural,well,382,1
Sokoto,Majengo,tap_in_home,818,1
Kilimani,Rural,river,992,1
Amanzi,Rural,tap_in_home,412,1
Akatsi,Rural,well,228,1
Amanzi,Bello,tap_in_home_broken,922,1
Akatsi,Rural,well,168,1
Akatsi,Rural,shared_tap,3700,1
Hawassa,Amina,tap_in_home,716,1
Akatsi,Rural,shared_tap,932,1
Kilimani,Harare,tap_in_home_broken,882,1
Sokoto,Rural,well,214,1
Kilimani,Zuri,tap_in_home_broken,438,1
Akatsi,Rural,well,344,1
Sokoto,Rural,well,284,1
Akatsi,Rural,shared_tap,2310,1
Akatsi,Kintampo,well,228,1
Sokoto,Rural,shared_tap,3262,1
Hawassa,Rural,tap_in_home,458,1
Amanzi,Asmara,shared_tap,3858,1
Sokoto,Ilanga,tap_in_home,710,1
Sokoto,Rural,shared_tap,3816,1
Amanzi,Pwani,tap_in_home_broken,550,1
Kilimani,Rural,shared_tap,2736,1
Amanzi,Amina,tap_in_home_broken,346,1
Akatsi,Rural,tap_in_home,980,1
Sokoto,Rural,shared_tap,2608,1
Akatsi,Lusaka,well,176,1
Kilimani,Harare,well,320,1
Amanzi,Pwani,shared_tap,3174,1
Kilimani,Rural,well,312,1
Hawassa,Deka,well,292,1
Akatsi,Lusaka,well,232,1
Kilimani,Amara,river,918,1
Sokoto,Ilanga,shared_tap,1818,1
Amanzi,Rural,tap_in_home,326,1
Kilimani,Rural,tap_in_home,972,1
Akatsi,Harare,tap_in_home,904,1
Kilimani,Mrembo,tap_in_home,398,1
Sokoto,Rural,tap_in_home,960,1
Amanzi,Rural,tap_in_home_broken,374,1
Kilimani,Rural,shared_tap,2190,1
Kilimani,Rural,shared_tap,316,1
Akatsi,Rural,well,198,1
Kilimani,Isiqalo,well,172,1
Akatsi,Harare,well,212,1
Akatsi,Rural,tap_in_home_broken,482,1
Amanzi,Dahabu,tap_in_home,580,1
Sokoto,Kofi,well,388,1
Akatsi,Rural,well,244,1
Amanzi,Rural,river,822,1
Akatsi,Rural,tap_in_home,394,1
Kilimani,Isiqalo,well,214,1
Amanzi,Abidjan,well,178,1
Akatsi,Harare,tap_in_home,690,1
Sokoto,Marang,tap_in_home,376,1
Kilimani,Rural,well,236,1
Amanzi,Rural,tap_in_home_broken,958,1
Kilimani,Rural,shared_tap,556,1
Kilimani,Rural,tap_in_home,396,1
Amanzi,Rural,tap_in_home,360,1
Sokoto,Rural,shared_tap,212,1
Akatsi,Rural,well,338,1
Kilimani,Mrembo,tap_in_home,402,1
Sokoto,Majengo,well,212,1
Sokoto,Rural,well,332,1
Amanzi,Amina,tap_in_home,734,1
Sokoto,Rural,tap_in_home_broken,814,1
Kilimani,Mrembo,well,370,1
Kilimani,Rural,tap_in_home_broken,540,1
Kilimani,Rural,river,796,1
Sokoto,Rural,well,360,1
Kilimani,Amara,tap_in_home_broken,478,1
Akatsi,Rural,well,174,1
Hawassa,Djenne,tap_in_home,544,1
Akatsi,Rural,river,514,1
Akatsi,Rural,well,228,1
Sokoto,Rural,river,604,1
Amanzi,Asmara,shared_tap,1420,1
Hawassa,Rural,well,282,1
Kilimani,Rural,shared_tap,3598,1
Amanzi,Rural,well,184,1
Hawassa,Rural,shared_tap,2938,1
Hawassa,Rural,shared_tap,3312,1
Kilimani,Rural,well,162,1
Hawassa,Djenne,well,372,1
Sokoto,Rural,river,436,1
Hawassa,Rural,well,192,1
Sokoto,Marang,tap_in_home_broken,328,1
Akatsi,Lusaka,well,204,1
Akatsi,Rural,well,332,1
Hawassa,Rural,well,316,1
Akatsi,Rural,well,318,1
Kilimani,Mrembo,tap_in_home_broken,772,1
Sokoto,Rural,tap_in_home,432,1
Sokoto,Rural,shared_tap,980,1
Akatsi,Harare,well,294,1
Hawassa,Rural,well,230,1
Akatsi,Rural,well,286,1
Akatsi,Rural,well,366,1
Akatsi,Rural,well,164,1
Kilimani,Harare,tap_in_home_broken,528,1
Amanzi,Bello,well,312,1
Kilimani,Rural,well,390,1
Akatsi,Rural,shared_tap,1658,1
Hawassa,Rural,shared_tap,2728,1
Akatsi,Kintampo,well,284,1
Sokoto,Rural,well,398,1
Hawassa,Rural,river,434,1
Sokoto,Cheche,tap_in_home,766,1
Hawassa,Zanzibar,tap_in_home,582,1
Kilimani,Isiqalo,well,396,1
Hawassa,Yaounde,well,208,1
Kilimani,Zuri,well,312,1
Sokoto,Rural,tap_in_home,446,1
Kilimani,Isiqalo,river,768,1
Kilimani,Harare,well,394,1
Akatsi,Rural,shared_tap,626,1
Kilimani,Rural,well,190,1
Akatsi,Rural,tap_in_home,780,1
Kilimani,Rural,well,204,1
Kilimani,Rural,well,374,1
Sokoto,Majengo,well,192,1
Kilimani,Rural,well,186,1
Akatsi,Rural,well,352,1
Hawassa,Rural,well,230,1
Akatsi,Rural,well,214,1
Amanzi,Rural,tap_in_home,892,1
Kilimani,Rural,well,370,1
Amanzi,Rural,shared_tap,3592,1
Hawassa,Rural,tap_in_home_broken,526,1
Hawassa,Rural,well,198,1
Amanzi,Rural,well,226,1
Sokoto,Ilanga,tap_in_home_broken,434,1
Kilimani,Zuri,river,654,1
Sokoto,Cheche,tap_in_home,676,1
Kilimani,Isiqalo,well,370,1
Kilimani,Harare,well,320,1
Amanzi,Dahabu,tap_in_home,558,1
Kilimani,Harare,well,164,1
Akatsi,Rural,shared_tap,3946,1
Akatsi,Kintampo,tap_in_home_broken,914,1
Amanzi,Amina,tap_in_home_broken,428,1
Hawassa,Rural,well,368,1
Hawassa,Serowe,well,390,1
Akatsi,Rural,shared_tap,558,1
Kilimani,Mrembo,well,224,1
Amanzi,Rural,tap_in_home_broken,358,1
Akatsi,Lusaka,tap_in_home,788,1
Kilimani,Rural,river,808,1
Akatsi,Rural,tap_in_home_broken,650,1
Hawassa,Rural,tap_in_home,858,1
Amanzi,Pwani,shared_tap,3148,1
Amanzi,Asmara,tap_in_home_broken,728,1
Sokoto,Rural,well,362,1
Amanzi,Rural,tap_in_home,620,1
Amanzi,Bello,shared_tap,1744,1
Akatsi,Rural,shared_tap,284,1
Kilimani,Rural,river,754,1
Hawassa,Rural,tap_in_home_broken,488,1
Akatsi,Rural,well,342,1
Akatsi,Rural,shared_tap,1468,1
Akatsi,Rural,well,270,1
Kilimani,Rural,tap_in_home_broken,406,1
Akatsi,Rural,well,240,1
Amanzi,Amina,well,364,1
Sokoto,Marang,well,280,1
Akatsi,Lusaka,tap_in_home,940,1
Kilimani,Rural,shared_tap,3072,1
Akatsi,Kintampo,well,160,1
Amanzi,Amina,tap_in_home_broken,964,1
Sokoto,Rural,well,388,1
Kilimani,Harare,well,346,1
Amanzi,Rural,tap_in_home_broken,388,1
Amanzi,Rural,well,192,1
Amanzi,Rural,shared_tap,2036,1
Kilimani,Rural,well,366,1
Sokoto,Majengo,tap_in_home,742,1
Kilimani,Harare,tap_in_home,752,1
Hawassa,Yaounde,tap_in_home_broken,354,1
Akatsi,Rural,shared_tap,1022,1
Akatsi,Rural,shared_tap,2030,1
Kilimani,Isiqalo,tap_in_home_broken,820,1
Kilimani,Harare,well,272,1
Sokoto,Kofi,tap_in_home,648,1
Amanzi,Rural,well,226,1
Sokoto,Rural,tap_in_home_broken,478,1
Kilimani,Harare,tap_in_home_broken,706,1
Akatsi,Rural,well,250,1
Hawassa,Rural,river,586,1
Kilimani,Harare,well,262,1
Sokoto,Rural,well,278,1
Akatsi,Rural,tap_in_home_broken,952,1
Kilimani,Amara,tap_in_home_broken,508,1
Sokoto,Ilanga,tap_in_home_broken,766,1
Akatsi,Kintampo,well,194,1
Sokoto,Bahari,tap_in_home,612,1
Sokoto,Rural,shared_tap,534,1
Amanzi,Rural,tap_in_home_broken,626,1
Kilimani,Rural,river,658,1
Amanzi,Pwani,tap_in_home_broken,564,1
Kilimani,Rural,well,286,1
Amanzi,Amina,well,162,1
Sokoto,Rural,tap_in_home,790,1
Kilimani,Mrembo,tap_in_home,854,1
Amanzi,Rural,tap_in_home,708,1
Amanzi,Rural,tap_in_home_broken,704,1
Hawassa,Rural,river,564,1
Kilimani,Mrembo,well,394,1
Kilimani,Amara,well,372,1
Kilimani,Rural,well,348,1
Sokoto,Kofi,tap_in_home,840,1
Hawassa,Rural,well,192,1
Akatsi,Rural,shared_tap,1748,1
Kilimani,Rural,shared_tap,2244,1
Kilimani,Rural,shared_tap,2102,1
Kilimani,Rural,shared_tap,1078,1
Sokoto,Rural,well,162,1
Kilimani,Amara,tap_in_home_broken,338,1
Kilimani,Isiqalo,well,326,1
Kilimani,Rural,tap_in_home_broken,580,1
Sokoto,Marang,tap_in_home,438,1
Sokoto,Rural,well,368,1
Hawassa,Amina,well,268,1
Amanzi,Bello,shared_tap,354,1
Akatsi,Rural,well,206,1
Akatsi,Harare,tap_in_home,314,1
Amanzi,Rural,well,354,1
Sokoto,Rural,tap_in_home,326,1
Akatsi,Rural,well,306,1
Sokoto,Bahari,tap_in_home,606,1
Sokoto,Ilanga,tap_in_home,320,1
Hawassa,Rural,tap_in_home_broken,506,1
Akatsi,Rural,well,314,1
Kilimani,Rural,shared_tap,428,1
Hawassa,Rural,well,342,1
Akatsi,Rural,well,210,1
Sokoto,Rural,well,208,1
Akatsi,Rural,river,484,1
Kilimani,Rural,well,328,1
Kilimani,Mrembo,tap_in_home,618,1
Hawassa,Yaounde,well,276,1
Amanzi,Pwani,well,316,1
Hawassa,Rural,well,256,1
Akatsi,Rural,shared_tap,3620,1
Akatsi,Harare,tap_in_home,514,1
Kilimani,Rural,tap_in_home,388,1
Kilimani,Rural,shared_tap,2370,1
Amanzi,Pwani,tap_in_home_broken,376,1
Sokoto,Rural,well,350,1
Amanzi,Asmara,tap_in_home,758,1
Sokoto,Cheche,tap_in_home,550,1
Kilimani,Rural,well,382,1
Amanzi,Rural,shared_tap,3022,1
Kilimani,Zuri,tap_in_home_broken,494,1
Sokoto,Kofi,well,172,1
Sokoto,Ilanga,tap_in_home,874,1
Akatsi,Rural,well,370,1
Kilimani,Mrembo,tap_in_home_broken,634,1
Akatsi,Rural,well,390,1
Kilimani,Mrembo,tap_in_home_broken,550,1
Hawassa,Amina,well,360,1
Kilimani,Amara,well,362,1
Kilimani,Rural,tap_in_home,724,1
Amanzi,Pwani,tap_in_home,902,1
Kilimani,Rural,well,356,1
Amanzi,Pwani,well,178,1
Hawassa,Amina,tap_in_home_broken,570,1
Kilimani,Rural,well,368,1
Akatsi,Rural,tap_in_home,392,1
Akatsi,Lusaka,tap_in_home,646,1
Akatsi,Lusaka,tap_in_home,494,1
Sokoto,Rural,well,316,1
Sokoto,Ilanga,tap_in_home,918,1
Sokoto,Kofi,tap_in_home,890,1
Sokoto,Rural,tap_in_home_broken,922,1
Amanzi,Amina,tap_in_home_broken,850,1
Hawassa,Serowe,shared_tap,3172,1
Amanzi,Amina,tap_in_home_broken,710,1
Kilimani,Rural,tap_in_home,350,1
Kilimani,Mrembo,well,264,1
Hawassa,Zanzibar,well,210,1
Amanzi,Rural,well,350,1
Amanzi,Rural,tap_in_home_broken,314,1
Amanzi,Bello,river,886,1
Amanzi,Rural,tap_in_home,940,1
Sokoto,Rural,river,862,1
Akatsi,Harare,tap_in_home,504,1
Kilimani,Isiqalo,tap_in_home,802,1
Akatsi,Rural,tap_in_home,546,1
Akatsi,Rural,tap_in_home,668,1
Hawassa,Rural,tap_in_home,318,1
Sokoto,Ilanga,tap_in_home,864,1
Kilimani,Rural,well,384,1
Kilimani,Mrembo,tap_in_home,838,1
Kilimani,Amara,well,240,1
Hawassa,Rural,shared_tap,2196,1
Sokoto,Rural,well,208,1
Akatsi,Rural,shared_tap,1490,1
Akatsi,Rural,tap_in_home_broken,744,1
Hawassa,Amina,well,190,1
Kilimani,Zuri,shared_tap,2832,1
Akatsi,Rural,well,264,1
Sokoto,Majengo,river,988,1
Kilimani,Rural,tap_in_home,400,1
Kilimani,Zuri,shared_tap,2002,1
Hawassa,Rural,shared_tap,1090,1
Hawassa,Rural,well,286,1
Akatsi,Lusaka,tap_in_home,538,1
Amanzi,Rural,well,366,1
Kilimani,Harare,tap_in_home_broken,790,1
Akatsi,Rural,river,512,1
Kilimani,Rural,tap_in_home,672,1
Amanzi,Rural,well,182,1
Akatsi,Rural,shared_tap,1800,1
Sokoto,Rural,tap_in_home,660,1
Kilimani,Zuri,shared_tap,3094,1
Kilimani,Harare,well,356,1
Sokoto,Rural,well,384,1
Hawassa,Serowe,tap_in_home_broken,388,1
Sokoto,Kofi,tap_in_home,414,1
Sokoto,Rural,river,930,1
Kilimani,Harare,well,200,1
Kilimani,Amara,shared_tap,2086,1
Amanzi,Asmara,tap_in_home,858,1
Sokoto,Ilanga,well,286,1
Sokoto,Kofi,river,830,1
Amanzi,Asmara,shared_tap,2210,1
Sokoto,Kofi,river,628,1
Kilimani,Rural,well,376,1
Akatsi,Rural,tap_in_home,496,1
Amanzi,Rural,tap_in_home,910,1
Kilimani,Rural,tap_in_home,914,1
Sokoto,Majengo,tap_in_home,458,1
Sokoto,Rural,well,346,1
Kilimani,Rural,river,732,1
Kilimani,Amara,well,226,1
Hawassa,Rural,shared_tap,2732,1
Akatsi,Rural,tap_in_home_broken,602,1
Amanzi,Rural,well,394,1
Kilimani,Rural,well,256,1
Kilimani,Amara,tap_in_home,478,1
Kilimani,Harare,well,226,1
Sokoto,Rural,well,200,1
Kilimani,Rural,shared_tap,1238,1
Kilimani,Rural,shared_tap,516,1
Amanzi,Rural,shared_tap,446,1
Kilimani,Rural,shared_tap,1436,1
Akatsi,Rural,well,212,1
Hawassa,Rural,well,346,1
Sokoto,Marang,river,614,1
Kilimani,Rural,tap_in_home_broken,518,1
Amanzi,Dahabu,tap_in_home,792,1
Amanzi,Asmara,tap_in_home,814,1
Akatsi,Rural,well,294,1
Kilimani,Harare,tap_in_home_broken,468,1
Akatsi,Rural,tap_in_home_broken,876,1
Sokoto,Rural,well,332,1
Sokoto,Rural,tap_in_home,596,1
Kilimani,Rural,tap_in_home,662,1
Amanzi,Dahabu,tap_in_home_broken,700,1
Amanzi,Rural,well,288,1
Akatsi,Rural,river,804,1
Kilimani,Rural,river,856,1
Akatsi,Harare,tap_in_home,542,1
Kilimani,Rural,well,172,1
Kilimani,Rural,well,258,1
Akatsi,Rural,well,222,1
Sokoto,Rural,river,844,1
Akatsi,Rural,well,202,1
Kilimani,Rural,shared_tap,1540,1
Kilimani,Zuri,shared_tap,1446,1
Kilimani,Rural,shared_tap,3152,1
Hawassa,Serowe,tap_in_home,586,1
Kilimani,Rural,tap_in_home_broken,714,1
Amanzi,Rural,well,286,1
Amanzi,Rural,well,212,1
Kilimani,Rural,shared_tap,1964,1
Akatsi,Harare,tap_in_home,418,1
Akatsi,Rural,shared_tap,2980,1
Sokoto,Rural,well,276,1
Amanzi,Rural,tap_in_home_broken,404,1
Akatsi,Harare,tap_in_home_broken,948,1
Kilimani,Rural,tap_in_home,494,1
Kilimani,Rural,shared_tap,2182,1
Akatsi,Kintampo,tap_in_home,978,1
Amanzi,Rural,tap_in_home_broken,780,1
Amanzi,Rural,tap_in_home_broken,882,1
Sokoto,Bahari,river,820,1
Akatsi,Kintampo,tap_in_home,338,1
Akatsi,Harare,tap_in_home,884,1
Sokoto,Bahari,tap_in_home,998,1
Sokoto,Rural,well,348,1
Akatsi,Rural,well,324,1
Sokoto,Rural,river,494,1
Hawassa,Yaounde,tap_in_home,582,1
Hawassa,Rural,shared_tap,1038,1
Sokoto,Rural,shared_tap,2592,1
Sokoto,Rural,well,350,1
Akatsi,Rural,well,278,1
Hawassa,Rural,well,224,1
Sokoto,Rural,tap_in_home,622,1
Kilimani,Zuri,well,346,1
Amanzi,Dahabu,tap_in_home,888,1
Kilimani,Rural,shared_tap,1616,1
Sokoto,Rural,river,522,1
Akatsi,Rural,tap_in_home_broken,730,1
Akatsi,Rural,tap_in_home,600,1
Hawassa,Rural,shared_tap,2146,1
Amanzi,Pwani,tap_in_home,302,1
Amanzi,Pwani,tap_in_home_broken,646,1
Kilimani,Rural,well,386,1
Amanzi,Rural,tap_in_home_broken,944,1
Sokoto,Rural,well,302,1
Akatsi,Rural,well,186,1
Kilimani,Rural,tap_in_home,684,1
Kilimani,Mrembo,shared_tap,3348,1
Sokoto,Rural,river,826,1
Akatsi,Rural,river,742,1
Akatsi,Kintampo,tap_in_home,920,1
Akatsi,Rural,well,270,1
Kilimani,Mrembo,tap_in_home,432,1
Akatsi,Rural,well,184,1
Amanzi,Pwani,shared_tap,1394,1
Kilimani,Zuri,shared_tap,2512,1
Sokoto,Rural,river,714,1
Sokoto,Majengo,well,278,1
Akatsi,Rural,shared_tap,3766,1
Sokoto,Rural,well,332,1
Kilimani,Rural,well,198,1
Kilimani,Rural,well,228,1
Sokoto,Ilanga,tap_in_home,434,1
Sokoto,Rural,well,300,1
Hawassa,Rural,tap_in_home,664,1
Amanzi,Rural,tap_in_home,328,1
Akatsi,Rural,well,162,1
Kilimani,Rural,well,202,1
Akatsi,Rural,well,232,1
Akatsi,Lusaka,tap_in_home_broken,596,1
Akatsi,Rural,well,330,1
Hawassa,Rural,river,958,1
Hawassa,Rural,shared_tap,2106,1
Hawassa,Rural,shared_tap,2220,1
Hawassa,Rural,tap_in_home_broken,546,1
Hawassa,Rural,well,360,1
Hawassa,Rural,well,308,1
Akatsi,Rural,well,386,1
Amanzi,Amina,river,760,1
Akatsi,Rural,well,286,1
Akatsi,Rural,well,356,1
Akatsi,Kintampo,tap_in_home_broken,432,1
Amanzi,Asmara,shared_tap,1496,1
Hawassa,Deka,well,172,1
Akatsi,Rural,well,316,1
Kilimani,Mrembo,tap_in_home,598,1
Amanzi,Amina,tap_in_home_broken,508,1
Amanzi,Asmara,shared_tap,1170,1
Kilimani,Mrembo,well,398,1
Sokoto,Rural,shared_tap,1604,1
Sokoto,Rural,river,460,1
Hawassa,Rural,well,296,1
Amanzi,Dahabu,tap_in_home,740,1
Akatsi,Rural,shared_tap,3218,1
Amanzi,Dahabu,well,394,1
Hawassa,Amina,well,312,1
Akatsi,Rural,well,356,1
Hawassa,Rural,well,220,1
Kilimani,Rural,well,340,1
Akatsi,Kintampo,tap_in_home_broken,808,1
Akatsi,Kintampo,tap_in_home_broken,314,1
Kilimani,Rural,tap_in_home,970,1
Sokoto,Cheche,tap_in_home,814,1
Kilimani,Rural,well,256,1
Hawassa,Rural,tap_in_home_broken,398,1
Kilimani,Harare,well,380,1
Sokoto,Rural,river,990,1
Amanzi,Rural,tap_in_home,836,1
Hawassa,Rural,well,326,1
Akatsi,Rural,well,274,1
Sokoto,Rural,well,160,1
Kilimani,Rural,shared_tap,2490,1
Hawassa,Rural,shared_tap,592,1
Akatsi,Rural,shared_tap,3744,1
Sokoto,Cheche,well,230,1
Sokoto,Kofi,tap_in_home_broken,620,1
Akatsi,Rural,well,202,1
Kilimani,Mrembo,well,364,1
Sokoto,Bahari,river,652,1
Akatsi,Rural,shared_tap,932,1
Sokoto,Marang,well,386,1
Sokoto,Majengo,river,800,1
Kilimani,Harare,well,338,1
Sokoto,Rural,well,374,1
Sokoto,Rural,tap_in_home,300,1
Sokoto,Majengo,well,252,1
Sokoto,Rural,river,478,1
Kilimani,Isiqalo,well,356,1
Hawassa,Rural,well,398,1
Akatsi,Rural,well,370,1
Akatsi,Rural,well,358,1
Kilimani,Rural,well,262,1
Amanzi,Rural,shared_tap,1546,1
Kilimani,Zuri,well,230,1
Akatsi,Rural,well,160,1
Kilimani,Rural,well,204,1
Amanzi,Amina,tap_in_home_broken,328,1
Amanzi,Dahabu,tap_in_home,518,1
Akatsi,Rural,well,250,1
Kilimani,Isiqalo,tap_in_home_broken,414,1
Sokoto,Rural,shared_tap,1580,1
Amanzi,Rural,well,206,1
Akatsi,Kintampo,well,394,1
Kilimani,Mrembo,tap_in_home_broken,562,1
Akatsi,Rural,well,344,1
Sokoto,Cheche,well,356,1
Amanzi,Rural,tap_in_home_broken,374,1
Kilimani,Rural,shared_tap,3164,1
Sokoto,Majengo,well,252,1
Hawassa,Djenne,well,278,1
Sokoto,Bahari,tap_in_home_broken,558,1
Kilimani,Isiqalo,tap_in_home,724,1
Kilimani,Rural,shared_tap,1166,1
Sokoto,Rural,shared_tap,204,1
Amanzi,Rural,shared_tap,1170,1
Kilimani,Rural,well,280,1
Hawassa,Rural,well,242,1
Sokoto,Rural,well,230,1
Akatsi,Kintampo,shared_tap,2054,1
Akatsi,Rural,well,358,1
Kilimani,Mrembo,river,462,1
Akatsi,Lusaka,shared_tap,478,1
Hawassa,Rural,well,378,1
Akatsi,Lusaka,tap_in_home,790,1
Akatsi,Rural,well,358,1
Akatsi,Rural,tap_in_home,496,1
Sokoto,Majengo,well,352,1
Akatsi,Rural,well,354,1
Akatsi,Rural,well,372,1
Hawassa,Amina,tap_in_home,842,1
Amanzi,Abidjan,tap_in_home,728,1
Kilimani,Rural,well,292,1
Sokoto,Rural,well,236,1
